mode,nlc,asc,station,coverage,year,day,dir,total,early,am_peak,inter_peak,pm_peak,evening,late
LU,713,STBu,Stamford Brook,Station entry / exit,2019-01-01,SAT,OUT,2690.0,23.0,262.0,809.0,677.0,507.0,412.0
LU,714,STAu,Stanmore,Station entry / exit,2019-01-01,SAT,OUT,4921.0,126.0,397.0,1073.0,1201.0,853.0,1271.0
LU,715,STGu,Stepney Green,Station entry / exit,2019-01-01,SAT,OUT,6007.0,61.0,423.0,1912.0,1454.0,1254.0,903.0
LU,716,STKu,Stockwell,Station entry / exit,2019-01-01,SAT,OUT,13252.0,148.0,730.0,3505.0,3079.0,2558.0,3232.0
LU,717,SPKu,Stonebridge Park,Station entry / exit,2019-01-01,SAT,OUT,2241.0,58.0,206.0,706.0,567.0,411.0,293.0
LU,719,SFDu,Stratford,Station entry / exit,2019-01-01,SAT,OUT,105936.0,1389.0,7793.0,50883.0,23625.0,11842.0,10404.0
LU,720,SHLu,Sudbury Hill,Station entry / exit,2019-01-01,SAT,OUT,2015.0,20.0,140.0,695.0,524.0,359.0,277.0
LU,721,STNu,Sudbury Town,Station entry / exit,2019-01-01,SAT,OUT,1742.0,28.0,113.0,540.0,483.0,328.0,250.0
LU,723,SWCu,Swiss Cottage,Station entry / exit,2019-01-01,SAT,OUT,8206.0,133.0,870.0,2753.0,1809.0,1385.0,1256.0
LU,724,TEMu,Temple,Station entry / exit,2019-01-01,SAT,OUT,5898.0,56.0,644.0,2805.0,1374.0,705.0,314.0
LU,725,THBu,Theydon Bois,Station entry / exit,2019-01-01,SAT,OUT,1071.0,5.0,102.0,366.0,295.0,176.0,127.0
LU,726,TBEu,Tooting Bec,Station entry / exit,2019-01-01,SAT,OUT,9104.0,109.0,683.0,2495.0,2068.0,1620.0,2129.0
LU,727,TBYu,Tooting Broadway,Station entry / exit,2019-01-01,SAT,OUT,19054.0,273.0,1431.0,5898.0,4274.0,3349.0,3829.0
LU,728,TCRu,Tottenham Court Road,Station entry / exit,2019-01-01,SAT,OUT,58883.0,678.0,4614.0,28508.0,13507.0,8051.0,3525.0
LU,729,TTHu,Tottenham Hale LU,Station entry / exit,2019-01-01,SAT,OUT,17998.0,589.0,1249.0,6536.0,4016.0,2703.0,2905.0
LU,730,TOTu,Totteridge & Whetstone,Station entry / exit,2019-01-01,SAT,OUT,2624.0,37.0,151.0,653.0,706.0,492.0,585.0
LU,731,THLu,Tower Hill,Station entry / exit,2019-01-01,SAT,OUT,28832.0,169.0,2375.0,13347.0,6740.0,3888.0,2313.0
LU,733,TPKu,Tufnell Park,Station entry / exit,2019-01-01,SAT,OUT,4842.0,29.0,236.0,1221.0,1342.0,1064.0,950.0
LU,734,TGRu,Turnham Green,Station entry / exit,2019-01-01,SAT,OUT,6640.0,49.0,545.0,2023.0,1550.0,1026.0,1447.0
LU,735,TPLu,Turnpike Lane,Station entry / exit,2019-01-01,SAT,OUT,13857.0,136.0,672.0,3885.0,3387.0,2572.0,3205.0
LU,736,UPMu,Upminster,Station entry / exit,2019-01-01,SAT,OUT,4853.0,55.0,401.0,1413.0,1414.0,788.0,782.0
LU,737,UPBu,Upminster Bridge,Station entry / exit,2019-01-01,SAT,OUT,671.0,9.0,58.0,193.0,177.0,133.0,101.0
LU,738,UPYu,Upney,Station entry / exit,2019-01-01,SAT,OUT,2341.0,36.0,193.0,762.0,613.0,464.0,273.0
LU,739,UPKu,Upton Park,Station entry / exit,2019-01-01,SAT,OUT,11014.0,101.0,743.0,4340.0,2626.0,1902.0,1302.0
LU,740,UXBu,Uxbridge,Station entry / exit,2019-01-01,SAT,OUT,7535.0,122.0,812.0,2893.0,1476.0,1245.0,987.0
LU,777,VUXu,Vauxhall LU,Station entry / exit,2019-01-01,SAT,OUT,36618.0,1608.0,3854.0,10787.0,8164.0,6206.0,5999.0
LU,741,VICu,Victoria LU,Station entry / exit,2019-01-01,SAT,OUT,108173.0,2115.0,11743.0,39613.0,26805.0,16349.0,11548.0
LU,742,WALu,Walthamstow Central,Station entry / exit,2019-01-01,SAT,OUT,23786.0,278.0,1342.0,7703.0,5907.0,4153.0,4403.0
LU,743,WANu,Wanstead,Station entry / exit,2019-01-01,SAT,OUT,3318.0,25.0,201.0,1071.0,865.0,590.0,566.0
LU,745,WSTu,Warren Street,Station entry / exit,2019-01-01,SAT,OUT,15309.0,337.0,2663.0,6032.0,2771.0,2103.0,1403.0
LU,746,WARu,Warwick Avenue,Station entry / exit,2019-01-01,SAT,OUT,4806.0,65.0,456.0,1698.0,1168.0,820.0,599.0
LU,747,WLOu,Waterloo LU,Station entry / exit,2019-01-01,SAT,OUT,90064.0,2107.0,7213.0,33721.0,22534.0,14175.0,10314.0
LU,748,WATu,Watford,Station entry / exit,2019-01-01,SAT,OUT,1674.0,21.0,150.0,607.0,364.0,301.0,231.0
LU,751,WEMu,Wembley Central,Station entry / exit,2019-01-01,SAT,OUT,7451.0,97.0,614.0,3049.0,1821.0,1198.0,672.0
LU,752,WPKu,Wembley Park,Station entry / exit,2019-01-01,SAT,OUT,20867.0,327.0,1697.0,6929.0,5278.0,3573.0,3063.0
LU,753,WACu,West Acton,Station entry / exit,2019-01-01,SAT,OUT,2025.0,19.0,171.0,604.0,484.0,322.0,425.0
LU,755,WBTu,West Brompton,Station entry / exit,2019-01-01,SAT,OUT,5314.0,124.0,782.0,1864.0,1181.0,910.0,453.0
LU,756,WFYu,West Finchley,Station entry / exit,2019-01-01,SAT,OUT,1581.0,13.0,74.0,389.0,445.0,321.0,339.0
LU,757,WHMu,West Ham,Station entry / exit,2019-01-01,SAT,OUT,6031.0,141.0,446.0,2106.0,1348.0,938.0,1052.0
LU,758,WHDu,West Hampstead LU,Station entry / exit,2019-01-01,SAT,OUT,12018.0,304.0,1021.0,3682.0,2820.0,2128.0,2063.0
LU,759,WHRu,West Harrow,Station entry / exit,2019-01-01,SAT,OUT,1337.0,10.0,59.0,396.0,366.0,307.0,199.0
LU,760,WKNu,West Kensington,Station entry / exit,2019-01-01,SAT,OUT,5512.0,29.0,371.0,1889.0,1418.0,1050.0,755.0
LU,762,WRPu,West Ruislip,Station entry / exit,2019-01-01,SAT,OUT,1867.0,8.0,94.0,450.0,550.0,391.0,374.0
LU,754,WBPu,Westbourne Park,Station entry / exit,2019-01-01,SAT,OUT,4216.0,30.0,325.0,1585.0,1014.0,784.0,478.0
LU,761,WMSu,Westminster,Station entry / exit,2019-01-01,SAT,OUT,30024.0,391.0,3946.0,17843.0,5025.0,2055.0,764.0
LU,764,WCTu,White City,Station entry / exit,2019-01-01,SAT,OUT,9547.0,244.0,1189.0,3954.0,1751.0,1219.0,1190.0
LU,763,WCLu,Whitechapel,Station entry / exit,2019-01-01,SAT,OUT,13132.0,330.0,1762.0,4791.0,2734.0,2164.0,1351.0
LU,765,WLGu,Willesden Green,Station entry / exit,2019-01-01,SAT,OUT,9699.0,88.0,500.0,2541.0,2312.0,1898.0,2360.0
LU,766,WJNu,Willesden Junction,Station entry / exit,2019-01-01,SAT,OUT,5527.0,114.0,537.0,1790.0,1319.0,1080.0,687.0
LU,768,WMPu,Wimbledon Park,Station entry / exit,2019-01-01,SAT,OUT,2351.0,15.0,182.0,862.0,642.0,365.0,285.0
LU,770,WGNu,Wood Green,Station entry / exit,2019-01-01,SAT,OUT,17397.0,226.0,1029.0,5727.0,4326.0,3079.0,3010.0
LU,599,WDLu,Wood Lane,Station entry / exit,2019-01-01,SAT,OUT,7127.0,30.0,446.0,4006.0,1701.0,708.0,236.0
LU,769,WFDu,Woodford,Station entry / exit,2019-01-01,SAT,OUT,6952.0,61.0,361.0,1998.0,1854.0,1311.0,1367.0
LU,771,WSPu,Woodside Park,Station entry / exit,2019-01-01,SAT,OUT,4714.0,34.0,239.0,1093.0,1238.0,939.0,1171.0
LU,500,ACTu,Acton Town,Station entry / exit,2019-01-01,SUN,IN,5187.0,180.0,786.0,2694.0,946.0,441.0,140.0
LU,502,ALDu,Aldgate,Station entry / exit,2019-01-01,SUN,IN,3873.0,10.0,408.0,1863.0,921.0,504.0,167.0
LU,503,ALEu,Aldgate East,Station entry / exit,2019-01-01,SUN,IN,14638.0,96.0,1484.0,7591.0,3338.0,1590.0,539.0
LU,505,ALPu,Alperton,Station entry / exit,2019-01-01,SUN,IN,2381.0,38.0,391.0,1088.0,560.0,239.0,65.0
LU,506,AMEu,Amersham,Station entry / exit,2019-01-01,SUN,IN,1415.0,17.0,219.0,778.0,280.0,107.0,14.0
LU,507,ANGu,Angel,Station entry / exit,2019-01-01,SUN,IN,13675.0,0.0,932.0,5906.0,3683.0,2145.0,1009.0
LU,508,ARCu,Archway,Station entry / exit,2019-01-01,SUN,IN,7083.0,70.0,936.0,3834.0,1394.0,690.0,159.0
LU,509,AGRu,Arnos Grove,Station entry / exit,2019-01-01,SUN,IN,4171.0,138.0,627.0,2390.0,652.0,301.0,63.0
LU,510,ARLu,Arsenal,Station entry / exit,2019-01-01,SUN,IN,2719.0,30.0,331.0,1652.0,501.0,169.0,36.0
LU,511,BSTu,Baker Street,Station entry / exit,2019-01-01,SUN,IN,22766.0,174.0,1092.0,10523.0,6693.0,3128.0,1156.0
LU,512,BALu,Balham LU,Station entry / exit,2019-01-01,SUN,IN,10725.0,112.0,1185.0,6130.0,2078.0,944.0,276.0
LU,513,BNKu,Bank and Monument,Station entry / exit,2019-01-01,SUN,IN,21074.0,277.0,1003.0,9877.0,6121.0,2841.0,955.0
LU,501,BARu,Barbican,Station entry / exit,2019-01-01,SUN,IN,4198.0,10.0,341.0,1929.0,1090.0,644.0,184.0
LU,514,BKGu,Barking,Station entry / exit,2019-01-01,SUN,IN,14019.0,696.0,2468.0,6580.0,2507.0,1403.0,365.0
LU,515,BDEu,Barkingside,Station entry / exit,2019-01-01,SUN,IN,942.0,61.0,155.0,498.0,148.0,67.0,13.0
LU,516,BCTu,Barons Court,Station entry / exit,2019-01-01,SUN,IN,5312.0,98.0,692.0,2954.0,1082.0,378.0,108.0
LU,517,BAYu,Bayswater,Station entry / exit,2019-01-01,SUN,IN,5787.0,24.0,1059.0,2928.0,1037.0,583.0,156.0
LU,518,BECu,Becontree,Station entry / exit,2019-01-01,SUN,IN,2530.0,162.0,468.0,1282.0,396.0,192.0,30.0
LU,519,BPKu,Belsize Park,Station entry / exit,2019-01-01,SUN,IN,4670.0,24.0,535.0,2310.0,1107.0,549.0,145.0
LU,787,BERu,Bermondsey,Station entry / exit,2019-01-01,SUN,IN,8716.0,202.0,1041.0,4451.0,1889.0,886.0,247.0
LU,520,BNGu,Bethnal Green LU,Station entry / exit,2019-01-01,SUN,IN,16388.0,340.0,1816.0,8278.0,3348.0,1944.0,662.0
LU,521,BLFu,Blackfriars LU,Station entry / exit,2019-01-01,SUN,IN,8652.0,29.0,523.0,4333.0,2263.0,1138.0,366.0
LU,522,BHRu,Blackhorse Road,Station entry / exit,2019-01-01,SUN,IN,8628.0,443.0,1471.0,4500.0,1394.0,652.0,168.0
LU,524,BDSu,Bond Street,Station entry / exit,2019-01-01,SUN,IN,30917.0,197.0,621.0,10731.0,13210.0,4637.0,1521.0
LU,525,BORu,Borough,Station entry / exit,2019-01-01,SUN,IN,3742.0,0.0,356.0,1823.0,941.0,478.0,144.0
LU,526,BOSu,Boston Manor,Station entry / exit,2019-01-01,SUN,IN,1731.0,71.0,261.0,927.0,314.0,129.0,29.0
LU,527,BGRu,Bounds Green,Station entry / exit,2019-01-01,SUN,IN,5476.0,213.0,961.0,2967.0,860.0,381.0,94.0
LU,528,BWRu,Bow Road,Station entry / exit,2019-01-01,SUN,IN,4297.0,63.0,634.0,2211.0,821.0,440.0,128.0
LU,529,BTXu,Brent Cross,Station entry / exit,2019-01-01,SUN,IN,2247.0,36.0,386.0,1169.0,445.0,177.0,34.0
LU,778,BRXu,Brixton LU,Station entry / exit,2019-01-01,SUN,IN,28883.0,1084.0,3924.0,14478.0,5177.0,2632.0,1588.0
LU,530,BBBu,Bromley-by-Bow,Station entry / exit,2019-01-01,SUN,IN,3403.0,86.0,453.0,1809.0,621.0,348.0,86.0
LU,531,BHLu,Buckhurst Hill,Station entry / exit,2019-01-01,SUN,IN,1205.0,26.0,176.0,688.0,203.0,90.0,22.0
LU,532,BURu,Burnt Oak,Station entry / exit,2019-01-01,SUN,IN,3420.0,156.0,622.0,1793.0,543.0,248.0,58.0
LU,534,CRDu,Caledonian Road,Station entry / exit,2019-01-01,SUN,IN,4997.0,102.0,623.0,2638.0,998.0,495.0,141.0
LU,535,CTNu,Camden Town,Station entry / exit,2019-01-01,SUN,IN,28047.0,113.0,757.0,12720.0,8882.0,3800.0,1775.0
LU,788,CWRu,Canada Water,Station entry / exit,2019-01-01,SUN,IN,13422.0,331.0,1627.0,7324.0,2685.0,1129.0,326.0
LU,852,CWFu,Canary Wharf LU,Station entry / exit,2019-01-01,SUN,IN,26518.0,410.0,2276.0,13777.0,6425.0,2631.0,999.0
LU,884,CNTu,Canning Town,Station entry / exit,2019-01-01,SUN,IN,15136.0,1156.0,2459.0,7208.0,2534.0,1421.0,358.0
LU,536,CSTu,Cannon Street LU,Station entry / exit,2019-01-01,SUN,IN,2080.0,6.0,254.0,1075.0,494.0,192.0,59.0
LU,537,CPKu,Canons Park,Station entry / exit,2019-01-01,SUN,IN,2279.0,94.0,324.0,1222.0,413.0,175.0,51.0
LU,539,CLFu,Chalfont & Latimer,Station entry / exit,2019-01-01,SUN,IN,910.0,10.0,116.0,485.0,202.0,68.0,29.0
LU,540,CHFu,Chalk Farm,Station entry / exit,2019-01-01,SUN,IN,6164.0,28.0,407.0,2775.0,1518.0,636.0,800.0
LU,541,CYLu,Chancery Lane,Station entry / exit,2019-01-01,SUN,IN,4874.0,177.0,306.0,2222.0,1276.0,658.0,235.0
LU,718,CHXu,Charing Cross LU,Station entry / exit,2019-01-01,SUN,IN,17750.0,222.0,642.0,7210.0,5723.0,2954.0,999.0
LU,543,CHMu,Chesham,Station entry / exit,2019-01-01,SUN,IN,655.0,7.0,119.0,329.0,138.0,55.0,7.0
LU,544,CHGu,Chigwell,Station entry / exit,2019-01-01,SUN,IN,241.0,0.0,29.0,144.0,37.0,24.0,7.0
LU,545,CHPu,Chiswick Park,Station entry / exit,2019-01-01,SUN,IN,1304.0,18.0,153.0,721.0,287.0,96.0,29.0
LU,546,CWDu,Chorleywood,Station entry / exit,2019-01-01,SUN,IN,928.0,6.0,108.0,587.0,165.0,43.0,19.0
LU,547,CPCu,Clapham Common,Station entry / exit,2019-01-01,SUN,IN,8801.0,116.0,787.0,4796.0,1856.0,949.0,297.0
LU,548,CPNu,Clapham North,Station entry / exit,2019-01-01,SUN,IN,5631.0,87.0,616.0,3087.0,1090.0,561.0,190.0
LU,549,CPSu,Clapham South,Station entry / exit,2019-01-01,SUN,IN,6474.0,74.0,816.0,3746.0,1201.0,514.0,123.0
LU,550,CFSu,Cockfosters,Station entry / exit,2019-01-01,SUN,IN,1765.0,52.0,264.0,945.0,319.0,149.0,36.0
LU,551,COLu,Colindale,Station entry / exit,2019-01-01,SUN,IN,6261.0,155.0,1032.0,3384.0,1073.0,494.0,123.0
LU,552,CLWu,Colliers Wood,Station entry / exit,2019-01-01,SUN,IN,6187.0,176.0,998.0,3368.0,1066.0,458.0,121.0
LU,553,COVu,Covent Garden,Station entry / exit,2019-01-01,SUN,IN,18809.0,66.0,317.0,6908.0,6900.0,3492.0,1126.0
LU,554,CRXu,Croxley,Station entry / exit,2019-01-01,SUN,IN,423.0,4.0,66.0,243.0,75.0,30.0,5.0
LU,555,DGEu,Dagenham East,Station entry / exit,2019-01-01,SUN,IN,1870.0,138.0,369.0,856.0,328.0,148.0,31.0
LU,556,DGHu,Dagenham Heathway,Station entry / exit,2019-01-01,SUN,IN,4161.0,290.0,740.0,1891.0,735.0,426.0,79.0
LU,557,DEBu,Debden,Station entry / exit,2019-01-01,SUN,IN,1307.0,31.0,199.0,725.0,230.0,94.0,28.0
LU,558,DHLu,Dollis Hill,Station entry / exit,2019-01-01,SUN,IN,3901.0,113.0,637.0,2053.0,626.0,386.0,86.0
LU,560,EBYu,Ealing Broadway,Station entry / exit,2019-01-01,SUN,IN,12814.0,426.0,1733.0,6788.0,2516.0,1104.0,247.0
LU,561,ECMu,Ealing Common,Station entry / exit,2019-01-01,SUN,IN,2565.0,48.0,394.0,1342.0,497.0,221.0,63.0
LU,562,ECTu,Earl's Court,Station entry / exit,2019-01-01,SUN,IN,20740.0,326.0,3239.0,10157.0,4169.0,2094.0,755.0
LU,563,EACu,East Acton,Station entry / exit,2019-01-01,SUN,IN,3283.0,99.0,532.0,1738.0,592.0,259.0,63.0
LU,565,EFYu,East Finchley,Station entry / exit,2019-01-01,SUN,IN,4957.0,58.0,684.0,2862.0,930.0,336.0,87.0
LU,566,EHMu,East Ham,Station entry / exit,2019-01-01,SUN,IN,10982.0,609.0,2173.0,5199.0,1899.0,918.0,184.0
LU,567,EPYu,East Putney,Station entry / exit,2019-01-01,SUN,IN,4767.0,13.0,614.0,2852.0,883.0,322.0,83.0
LU,564,ETEu,Eastcote,Station entry / exit,2019-01-01,SUN,IN,1592.0,20.0,233.0,939.0,258.0,110.0,32.0
LU,568,EDGu,Edgware,Station entry / exit,2019-01-01,SUN,IN,4115.0,104.0,648.0,2167.0,743.0,350.0,103.0
LU,774,ERBu,Edgware Road (Bak),Station entry / exit,2019-01-01,SUN,IN,3735.0,1.0,417.0,1672.0,888.0,548.0,209.0
LU,569,ERDu,Edgware Road (DIS),Station entry / exit,2019-01-01,SUN,IN,5185.0,23.0,548.0,2356.0,1228.0,753.0,277.0
LU,570,ELEu,Elephant & Castle LU,Station entry / exit,2019-01-01,SUN,IN,17336.0,0.0,2026.0,8704.0,3738.0,2252.0,616.0
LU,571,EPKu,Elm Park,Station entry / exit,2019-01-01,SUN,IN,1607.0,88.0,284.0,812.0,270.0,128.0,25.0
LU,542,EMBu,Embankment,Station entry / exit,2019-01-01,SUN,IN,16549.0,135.0,483.0,5964.0,5375.0,3364.0,1228.0
LU,572,EPPu,Epping,Station entry / exit,2019-01-01,SUN,IN,2913.0,60.0,483.0,1690.0,462.0,179.0,39.0
LU,574,EUSu,Euston LU,Station entry / exit,2019-01-01,SUN,IN,45001.0,129.0,1576.0,18420.0,12345.0,10273.0,2258.0
LU,575,ESQu,Euston Square,Station entry / exit,2019-01-01,SUN,IN,7900.0,19.0,389.0,3010.0,2334.0,1622.0,526.0
LU,576,FLPu,Fairlop,Station entry / exit,2019-01-01,SUN,IN,817.0,43.0,118.0,411.0,160.0,67.0,18.0
LU,577,FARu,Farringdon,Station entry / exit,2019-01-01,SUN,IN,6329.0,35.0,476.0,2948.0,1685.0,823.0,362.0
LU,578,FYCu,Finchley Central,Station entry / exit,2019-01-01,SUN,IN,5063.0,74.0,729.0,2805.0,915.0,443.0,97.0
LU,579,FRDu,Finchley Road,Station entry / exit,2019-01-01,SUN,IN,7991.0,87.0,805.0,4018.0,1839.0,881.0,361.0
LU,580,FPKu,Finsbury Park,Station entry / exit,2019-01-01,SUN,IN,30589.0,557.0,3631.0,15191.0,6526.0,3551.0,1133.0
LU,581,FBYu,Fulham Broadway,Station entry / exit,2019-01-01,SUN,IN,6879.0,8.0,546.0,3610.0,1626.0,745.0,344.0
LU,582,GHLu,Gants Hill,Station entry / exit,2019-01-01,SUN,IN,4731.0,260.0,848.0,2428.0,731.0,369.0,95.0
LU,583,GRDu,Gloucester Road,Station entry / exit,2019-01-01,SUN,IN,13888.0,138.0,1673.0,6500.0,3261.0,1745.0,571.0
LU,584,GGRu,Golders Green,Station entry / exit,2019-01-01,SUN,IN,7097.0,74.0,918.0,3791.0,1426.0,713.0,175.0
LU,585,GHRu,Goldhawk Road,Station entry / exit,2019-01-01,SUN,IN,1584.0,9.0,227.0,816.0,324.0,137.0,71.0
LU,586,GSTu,Goodge Street,Station entry / exit,2019-01-01,SUN,IN,3948.0,26.0,220.0,1628.0,1274.0,584.0,216.0
LU,587,GRHu,Grange Hill,Station entry / exit,2019-01-01,SUN,IN,311.0,0.0,56.0,179.0,52.0,22.0,2.0
LU,588,GPSu,Great Portland Street,Station entry / exit,2019-01-01,SUN,IN,3400.0,18.0,307.0,1462.0,913.0,469.0,231.0
LU,590,GPKu,Green Park,Station entry / exit,2019-01-01,SUN,IN,30878.0,402.0,922.0,12295.0,10224.0,4742.0,2293.0
LU,589,GFDu,Greenford,Station entry / exit,2019-01-01,SUN,IN,2955.0,100.0,561.0,1534.0,483.0,225.0,52.0
LU,591,GUNu,Gunnersbury,Station entry / exit,2019-01-01,SUN,IN,2487.0,1.0,267.0,1428.0,516.0,229.0,46.0
LU,592,HAIu,Hainault,Station entry / exit,2019-01-01,SUN,IN,2334.0,197.0,476.0,1131.0,339.0,157.0,34.0
LU,593,HMDu,Hammersmith (DIS),Station entry / exit,2019-01-01,SUN,IN,21359.0,331.0,2254.0,9581.0,5127.0,2631.0,1435.0
LU,773,HMSu,Hammersmith (H&C),Station entry / exit,2019-01-01,SUN,IN,7426.0,54.0,690.0,3813.0,1690.0,837.0,342.0
LU,594,HMPu,Hampstead,Station entry / exit,2019-01-01,SUN,IN,4700.0,12.0,245.0,2259.0,1431.0,543.0,210.0
LU,595,HLNu,Hanger Lane,Station entry / exit,2019-01-01,SUN,IN,2512.0,58.0,452.0,1298.0,425.0,212.0,67.0
LU,596,HARu,Harlesden,Station entry / exit,2019-01-01,SUN,IN,1859.0,13.0,288.0,864.0,370.0,252.0,72.0
LU,597,HAWu,Harrow & Wealdstone,Station entry / exit,2019-01-01,SUN,IN,3356.0,35.0,566.0,1698.0,630.0,328.0,99.0
LU,598,HOHu,Harrow-on-the-Hill,Station entry / exit,2019-01-01,SUN,IN,7984.0,108.0,1029.0,4151.0,1753.0,726.0,217.0
LU,779,HTXu,Hatton Cross,Station entry / exit,2019-01-01,SUN,IN,3521.0,274.0,573.0,1697.0,558.0,301.0,118.0
LU,781,HRFu,Heathrow Terminal 4 LU,Station entry / exit,2019-01-01,SUN,IN,3802.0,89.0,662.0,1254.0,939.0,653.0,205.0
LU,783,HRVu,Heathrow Terminal 5 LU,Station entry / exit,2019-01-01,SUN,IN,8615.0,328.0,1033.0,2934.0,1640.0,1821.0,859.0
LU,780,HRCu,Heathrow Terminals 123 LU,Station entry / exit,2019-01-01,SUN,IN,14377.0,408.0,2318.0,5256.0,2422.0,2921.0,1052.0
LU,601,HNDu,Hendon Central,Station entry / exit,2019-01-01,SUN,IN,5517.0,132.0,957.0,2853.0,971.0,474.0,130.0
LU,602,HBTu,High Barnet,Station entry / exit,2019-01-01,SUN,IN,2775.0,45.0,465.0,1486.0,509.0,225.0,45.0
LU,605,HSTu,High Street Kensington,Station entry / exit,2019-01-01,SUN,IN,10598.0,16.0,572.0,4993.0,3464.0,1161.0,392.0
LU,603,HBYu,Highbury & Islington,Station entry / exit,2019-01-01,SUN,IN,14191.0,174.0,1215.0,6914.0,3295.0,1772.0,821.0
LU,604,HIGu,Highgate,Station entry / exit,2019-01-01,SUN,IN,4249.0,33.0,533.0,2412.0,881.0,320.0,70.0
LU,606,HDNu,Hillingdon,Station entry / exit,2019-01-01,SUN,IN,1145.0,16.0,161.0,618.0,217.0,113.0,20.0
LU,607,HOLu,Holborn,Station entry / exit,2019-01-01,SUN,IN,18535.0,256.0,944.0,7093.0,5921.0,3050.0,1271.0
LU,608,HPKu,Holland Park,Station entry / exit,2019-01-01,SUN,IN,2958.0,31.0,214.0,1494.0,816.0,314.0,89.0
LU,609,HRDu,Holloway Road,Station entry / exit,2019-01-01,SUN,IN,5498.0,100.0,598.0,3011.0,1101.0,522.0,166.0
LU,610,HCHu,Hornchurch,Station entry / exit,2019-01-01,SUN,IN,872.0,27.0,141.0,434.0,160.0,89.0,21.0
LU,611,HNCu,Hounslow Central,Station entry / exit,2019-01-01,SUN,IN,3164.0,234.0,584.0,1596.0,499.0,205.0,46.0
LU,612,HNEu,Hounslow East,Station entry / exit,2019-01-01,SUN,IN,3592.0,258.0,650.0,1727.0,596.0,295.0,66.0
LU,613,HNWu,Hounslow West,Station entry / exit,2019-01-01,SUN,IN,3647.0,319.0,605.0,1910.0,484.0,260.0,69.0
LU,614,HPCu,Hyde Park Corner,Station entry / exit,2019-01-01,SUN,IN,5614.0,60.0,200.0,2686.0,1825.0,605.0,238.0
LU,615,ICKu,Ickenham,Station entry / exit,2019-01-01,SUN,IN,665.0,8.0,95.0,393.0,113.0,43.0,13.0
LU,616,KENu,Kennington,Station entry / exit,2019-01-01,SUN,IN,5072.0,127.0,610.0,2607.0,1024.0,549.0,155.0
LU,617,KGNu,Kensal Green,Station entry / exit,2019-01-01,SUN,IN,1980.0,4.0,308.0,1082.0,371.0,165.0,50.0
LU,619,KTNu,Kentish Town,Station entry / exit,2019-01-01,SUN,IN,6427.0,51.0,644.0,3182.0,1382.0,709.0,459.0
LU,620,KETu,Kenton,Station entry / exit,2019-01-01,SUN,IN,1362.0,9.0,240.0,661.0,252.0,157.0,43.0
LU,621,KEWu,Kew Gardens,Station entry / exit,2019-01-01,SUN,IN,3639.0,1.0,248.0,1962.0,1213.0,181.0,34.0
LU,622,KILu,Kilburn,Station entry / exit,2019-01-01,SUN,IN,7991.0,229.0,1221.0,4050.0,1417.0,782.0,292.0
LU,623,KPKu,Kilburn Park,Station entry / exit,2019-01-01,SUN,IN,3027.0,1.0,401.0,1642.0,585.0,305.0,93.0
LU,625,KXXu,King's Cross St. Pancras,Station entry / exit,2019-01-01,SUN,IN,95711.0,804.0,5580.0,42055.0,23836.0,18021.0,5415.0
LU,624,KBYu,Kingsbury,Station entry / exit,2019-01-01,SUN,IN,3723.0,272.0,617.0,1860.0,598.0,307.0,69.0
LU,626,KNBu,Knightsbridge,Station entry / exit,2019-01-01,SUN,IN,22074.0,81.0,376.0,8914.0,9656.0,2170.0,877.0
LU,627,LGRu,Ladbroke Grove,Station entry / exit,2019-01-01,SUN,IN,5707.0,13.0,342.0,3192.0,1497.0,500.0,163.0
LU,628,LAMu,Lambeth North,Station entry / exit,2019-01-01,SUN,IN,4297.0,0.0,547.0,2310.0,960.0,373.0,107.0
LU,629,LANu,Lancaster Gate,Station entry / exit,2019-01-01,SUN,IN,7893.0,99.0,897.0,3816.0,1910.0,904.0,267.0
LU,630,LATu,Latimer Road,Station entry / exit,2019-01-01,SUN,IN,1591.0,10.0,145.0,736.0,408.0,255.0,37.0
LU,631,LSQu,Leicester Square,Station entry / exit,2019-01-01,SUN,IN,44668.0,635.0,676.0,12648.0,13925.0,12030.0,4754.0
LU,632,LEYu,Leyton,Station entry / exit,2019-01-01,SUN,IN,11441.0,541.0,1987.0,5844.0,1994.0,879.0,196.0
LU,633,LYSu,Leytonstone,Station entry / exit,2019-01-01,SUN,IN,8583.0,331.0,1446.0,4517.0,1412.0,680.0,197.0
LU,634,LSTu,Liverpool Street LU,Station entry / exit,2019-01-01,SUN,IN,43231.0,530.0,2953.0,20963.0,10763.0,5740.0,2282.0
LU,635,LONu,London Bridge LU,Station entry / exit,2019-01-01,SUN,IN,62397.0,469.0,4917.0,29215.0,16343.0,8734.0,2719.0
LU,636,LTNu,Loughton,Station entry / exit,2019-01-01,SUN,IN,2228.0,66.0,272.0,1278.0,429.0,143.0,40.0
LU,637,MDVu,Maida Vale,Station entry / exit,2019-01-01,SUN,IN,2751.0,1.0,300.0,1624.0,535.0,231.0,60.0
LU,638,MNRu,Manor House,Station entry / exit,2019-01-01,SUN,IN,8661.0,246.0,1324.0,4503.0,1528.0,837.0,223.0
LU,639,MANu,Mansion House,Station entry / exit,2019-01-01,SUN,IN,2614.0,5.0,126.0,1291.0,759.0,358.0,75.0
LU,640,MARu,Marble Arch,Station entry / exit,2019-01-01,SUN,IN,13596.0,178.0,739.0,5179.0,4704.0,2041.0,755.0
