from_naptan,to_naptan,from_station,to_station,line,direction,line_direction,platform_direction
940GZZLUMED,940GZZLUBLG,Mile End,Bethnal Green,Central,Inbound,WB,WB
940GZZLUMED,940GZZLUSTD,Mile End,Stratford,Central,Outbound,EB,EB
940GZZLUMED,940GZZLUSGN,Mile End,Stepney Green,District,Inbound,WB,WB
940GZZLUMED,940GZZLUBWR,Mile End,Bow Road,District,Outbound,EB,EB
940GZZLUMED,940GZZLUBWR,Mile End,Bow Road,Hammersmith & City,Outbound,EB,EB
940GZZLUMED,940GZZLUSGN,Mile End,Stepney Green,Hammersmith & City,Inbound,WB,WB
940GZZLUMHL,940GZZLUFYC,Mill Hill East,Finchley Central,Northern,Inbound,SB,SB
940GZZLUMMT,940GZZLUCST,Monument,Cannon Street,District,Inbound,WB,WB
940GZZLUMMT,940GZZLUTWH,Monument,Tower Hill,District,Outbound,EB,EB
940GZZLUMMT,940GZZLUCST,Monument,Cannon Street,Circle,Outbound,OR,WB
940GZZLUMMT,940GZZLUTWH,Monument,Tower Hill,Circle,Inbound,IR,EB
940GZZLUMPK,940GZZLUNOW,Moor Park,Northwood,Metropolitan,Outbound,SB,SB
940GZZLUMPK,940GZZLUCXY,Moor Park,Croxley,Metropolitan,Inbound,NB,NB
940GZZLUMPK,940GZZLURKW,Moor Park,Rickmansworth,Metropolitan,Inbound,NB,NB
940GZZLUMGT,940GZZLUODS,Moorgate,Old Street,Northern,Outbound,NB,NB
940GZZLUMGT,940GZZLUBNK,Moorgate,Bank,Northern,Inbound,SB,SB
940GZZLUMGT,940GZZLULVT,Moorgate,Liverpool Street,Metropolitan,Outbound,SB,EB
940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,Metropolitan,Inbound,NB,WB
940GZZLUMGT,940GZZLULVT,Moorgate,Liverpool Street,Hammersmith & City,Outbound,EB,EB
940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,Hammersmith & City,Inbound,WB,WB
940GZZLUMGT,940GZZLULVT,Moorgate,Liverpool Street,Circle,Outbound,OR,EB
940GZZLUMGT,940GZZLUBBN,Moorgate,Barbican,Circle,Inbound,IR,WB
940GZZLUMDN,940GZZLUSWN,Morden,South Wimbledon,Northern,Outbound,NB,NB
940GZZLUMTC,940GZZLUCTN,Mornington Crescent,Camden Town,Northern,Outbound,NB,NB
940GZZLUMTC,940GZZLUEUS,Mornington Crescent,Euston,Northern,Inbound,SB,SB
940GZZLUNDN,940GZZLUDOH,Neasden,Dollis Hill,Jubilee,Outbound,EB,SB
940GZZLUNDN,940GZZLUWYP,Neasden,Wembley Park,Jubilee,Inbound,WB,NB
940GZZLUNBP,940GZZLUGTH,Newbury Park,Gants Hill,Central,Inbound,WB,WB
940GZZLUNBP,940GZZLUBKE,Newbury Park,Barkingside,Central,Outbound,EB,EB
940GZZLUNAN,940GZZLUHGR,North Acton,Hanger Lane,Central,Inbound,WB,WB
940GZZLUNAN,940GZZLUWTA,North Acton,West Acton,Central,Inbound,WB,WB
940GZZLUNAN,940GZZLUEAN,North Acton,East Acton,Central,Outbound,EB,EB
940GZZLUNEN,940GZZLUPKR,North Ealing,Park Royal,Piccadilly,Inbound,WB,WB
940GZZLUNEN,940GZZLUECM,North Ealing,Ealing Common,Piccadilly,Outbound,EB,EB
940GZZLUNGW,940GZZLUCGT,North Greenwich,Canning Town,Jubilee,Outbound,EB,EB
940GZZLUNGW,940GZZLUCYF,North Greenwich,Canary Wharf,Jubilee,Inbound,WB,WB
940GZZLUNHA,940GZZLUHOH,North Harrow,Harrow-On-The-Hill,Metropolitan,Outbound,SB,SB
940GZZLUNHA,940GZZLUPNR,North Harrow,Pinner,Metropolitan,Inbound,NB,NB
940GZZLUNWY,940GZZLUWYC,North Wembley,Wembley Central,Bakerloo,Inbound,SB,SB
940GZZLUNWY,940GZZLUSKT,North Wembley,South Kenton,Bakerloo,Outbound,NB,NB
940GZZLUNFD,940GZZLUBOS,Northfields,Boston Manor,Piccadilly,Inbound,WB,WB
940GZZLUNFD,940GZZLUSEA,Northfields,South Ealing,Piccadilly,Outbound,EB,EB
940GZZLUNHT,940GZZLUSRP,Northolt,South Ruislip,Central,Inbound,WB,WB
940GZZLUNHT,940GZZLUGFD,Northolt,Greenford,Central,Outbound,EB,EB
940GZZLUNKP,940GZZLUPRD,Northwick Park,Preston Road,Metropolitan,Outbound,SB,SB
940GZZLUNKP,940GZZLUHOH,Northwick Park,Harrow-On-The-Hill,Metropolitan,Inbound,NB,NB
940GZZLUNOW,940GZZLUNWH,Northwood,Northwood Hills,Metropolitan,Outbound,SB,SB
940GZZLUNOW,940GZZLUMPK,Northwood,Moor Park,Metropolitan,Inbound,NB,NB
940GZZLUNWH,940GZZLUPNR,Northwood Hills,Pinner,Metropolitan,Outbound,SB,SB
940GZZLUNWH,940GZZLUNOW,Northwood Hills,Northwood,Metropolitan,Inbound,NB,NB
940GZZLUNHG,940GZZLUHPK,Notting Hill Gate,Holland Park,Central,Inbound,WB,WB
940GZZLUNHG,940GZZLUQWY,Notting Hill Gate,Queensway,Central,Outbound,EB,EB
940GZZLUNHG,940GZZLUBWT,Notting Hill Gate,Bayswater,District,Outbound,EB,EB
940GZZLUNHG,940GZZLUHSK,Notting Hill Gate,High Street Kensington,District,Inbound,WB,WB
940GZZLUNHG,940GZZLUBWT,Notting Hill Gate,Bayswater,Circle,Outbound,OR,WB
940GZZLUNHG,940GZZLUHSK,Notting Hill Gate,High Street Kensington,Circle,Inbound,IR,EB
940GZZLUOAK,940GZZLUSGT,Oakwood,Southgate,Piccadilly,Inbound,WB,WB
940GZZLUOAK,940GZZLUCKS,Oakwood,Cockfosters,Piccadilly,Outbound,EB,EB
940GZZLUODS,940GZZLUAGL,Old Street,Angel,Northern,Outbound,NB,NB
940GZZLUODS,940GZZLUMGT,Old Street,Moorgate,Northern,Inbound,SB,SB
940GZZLUKOY,940GZZLUECT,Olympia,Earl's Court,District,Inbound,EB,EB
940GZZLUOSY,940GZZLUHWE,Osterley,Hounslow East,Piccadilly,Inbound,WB,WB
940GZZLUOSY,940GZZLUBOS,Osterley,Boston Manor,Piccadilly,Outbound,EB,EB
940GZZLUOVL,940GZZLUKNG,Oval,Kennington,Northern,Outbound,NB,NB
940GZZLUOVL,940GZZLUSKW,Oval,Stockwell,Northern,Inbound,SB,SB
940GZZLUOXC,940GZZLUPCC,Oxford Circus,Piccadilly Circus,Bakerloo,Inbound,SB,SB
940GZZLUOXC,940GZZLURGP,Oxford Circus,Regent's Park,Bakerloo,Outbound,NB,NB
940GZZLUOXC,940GZZLUBND,Oxford Circus,Bond Street,Central,Inbound,WB,WB
940GZZLUOXC,940GZZLUTCR,Oxford Circus,Tottenham Court Road,Central,Outbound,EB,EB
940GZZLUOXC,940GZZLUWRR,Oxford Circus,Warren Street,Victoria,Outbound,NB,NB
940GZZLUOXC,940GZZLUGPK,Oxford Circus,Green Park,Victoria,Inbound,SB,SB
940GZZLUPAC,940GZZLUERB,Paddington,Edgware Road,Bakerloo,Inbound,SB,SB
940GZZLUPAC,940GZZLUWKA,Paddington,Warwick Avenue,Bakerloo,Outbound,NB,NB
940GZZLUPAC,940GZZLUERC,Paddington,Edgware Road,District,Outbound,EB,EB
940GZZLUPAC,940GZZLUBWT,Paddington,Bayswater,District,Inbound,WB,WB
940GZZLUPAH,940GZZLUERC,Paddington,Edgware Road,Hammersmith & City,Outbound,EB,EB
940GZZLUPAH,940GZZLURYO,Paddington,Royal Oak,Hammersmith & City,Inbound,WB,WB
940GZZLUPAH,940GZZLUERC,Paddington,Edgware Road,Circle,Outbound,EB,EB
940GZZLUPAC,940GZZLUERC,Paddington,Edgware Road,Circle,Outbound,OR,EB
940GZZLUPAC,940GZZLUBWT,Paddington,Bayswater,Circle,Inbound,IR,WB
940GZZLUPAH,940GZZLURYO,Paddington,Royal Oak,Circle,Inbound,WB,WB
940GZZLUPKR,940GZZLUALP,Park Royal,Alperton,Piccadilly,Inbound,WB,WB
940GZZLUPKR,940GZZLUNEN,Park Royal,North Ealing,Piccadilly,Outbound,EB,EB
940GZZLUPSG,940GZZLUPYB,Parsons Green,Putney Bridge,District,Inbound,WB,WB
940GZZLUPSG,940GZZLUFBY,Parsons Green,Fulham Broadway,District,Outbound,EB,EB
940GZZLUPVL,940GZZLUGFD,Perivale,Greenford,Central,Inbound,WB,WB
940GZZLUPVL,940GZZLUHGR,Perivale,Hanger Lane,Central,Outbound,EB,EB
940GZZLUPCC,940GZZLUCHX,Piccadilly Circus,Charing Cross,Bakerloo,Inbound,SB,SB
940GZZLUPCC,940GZZLUOXC,Piccadilly Circus,Oxford Circus,Bakerloo,Outbound,NB,NB
940GZZLUPCC,940GZZLUGPK,Piccadilly Circus,Green Park,Piccadilly,Inbound,WB,WB
940GZZLUPCC,940GZZLULSQ,Piccadilly Circus,Leicester Square,Piccadilly,Outbound,EB,EB
940GZZLUPCO,940GZZLUVIC,Pimlico,Victoria,Victoria,Outbound,NB,NB
940GZZLUPCO,940GZZLUVXL,Pimlico,Vauxhall,Victoria,Inbound,SB,SB
940GZZLUPNR,940GZZLUNHA,Pinner,North Harrow,Metropolitan,Outbound,SB,SB
940GZZLUPNR,940GZZLUNWH,Pinner,Northwood Hills,Metropolitan,Inbound,NB,NB
940GZZLUPLW,940GZZLUWHM,Plaistow,West Ham,District,Inbound,WB,WB
940GZZLUPLW,940GZZLUUPK,Plaistow,Upton Park,District,Outbound,EB,EB
940GZZLUPLW,940GZZLUUPK,Plaistow,Upton Park,Hammersmith & City,Outbound,EB,EB
940GZZLUPLW,940GZZLUWHM,Plaistow,West Ham,Hammersmith & City,Inbound,WB,WB
940GZZLUPRD,940GZZLUWYP,Preston Road,Wembley Park,Metropolitan,Outbound,SB,SB
940GZZLUPRD,940GZZLUNKP,Preston Road,Northwick Park,Metropolitan,Inbound,NB,NB
940GZZLUPYB,940GZZLUEPY,Putney Bridge,East Putney,District,Inbound,WB,WB
940GZZLUPYB,940GZZLUPSG,Putney Bridge,Parsons Green,District,Outbound,EB,EB
940GZZLUQPS,940GZZLUKPK,Queens Park,Kilburn Park,Bakerloo,Inbound,SB,SB
940GZZLUQPS,940GZZLUKSL,Queens Park,Kensal Green,Bakerloo,Outbound,NB,NB
940GZZLUQBY,940GZZLUKBY,Queensbury,Kingsbury,Jubilee,Outbound,EB,SB
940GZZLUQBY,940GZZLUCPK,Queensbury,Canons Park,Jubilee,Inbound,WB,NB
940GZZLUQWY,940GZZLUNHG,Queensway,Notting Hill Gate,Central,Inbound,WB,WB
940GZZLUQWY,940GZZLULGT,Queensway,Lancaster Gate,Central,Outbound,EB,EB
940GZZLURVP,940GZZLUSFB,Ravenscourt Park,Stamford Brook,District,Inbound,WB,WB
940GZZLURVP,940GZZLUHSD,Ravenscourt Park,Hammersmith,District,Outbound,EB,EB
940GZZLURYL,940GZZLUEAE,Rayners Lane,Eastcote,Piccadilly,Inbound,WB,WB
940GZZLURYL,940GZZLUSHH,Rayners Lane,South Harrow,Piccadilly,Outbound,EB,EB
940GZZLURYL,940GZZLUWHW,Rayners Lane,West Harrow,Metropolitan,Outbound,SB,EB
940GZZLURYL,940GZZLUEAE,Rayners Lane,Eastcote,Metropolitan,Inbound,NB,WB
940GZZLURBG,940GZZLUWSD,Redbridge,Wanstead,Central,Inbound,WB,WB
940GZZLURBG,940GZZLUGTH,Redbridge,Gants Hill,Central,Outbound,EB,EB
940GZZLURGP,940GZZLUOXC,Regent's Park,Oxford Circus,Bakerloo,Inbound,SB,SB
940GZZLURGP,940GZZLUBST,Regent's Park,Baker Street,Bakerloo,Outbound,NB,NB
940GZZLURMD,940GZZLUKWG,Richmond,Kew Gardens,District,Outbound,EB,EB
940GZZLURKW,940GZZLUMPK,Rickmansworth,Moor Park,Metropolitan,Outbound,SB,SB
940GZZLURKW,940GZZLUCYD,Rickmansworth,Chorleywood,Metropolitan,Inbound,NB,NB
940GZZLURVY,940GZZLUCWL,Roding Valley,Chigwell,Central,Inbound,WB,WB
940GZZLURVY,940GZZLUWOF,Roding Valley,Woodford,Central,Outbound,EB,EB
940GZZLURYO,940GZZLUPAH,Royal Oak,Paddington,Hammersmith & City,Outbound,EB,EB
940GZZLURYO,940GZZLUWSP,Royal Oak,Westbourne Park,Hammersmith & City,Inbound,WB,WB
940GZZLURYO,940GZZLUPAH,Royal Oak,Paddington,Circle,Outbound,EB,EB
940GZZLURYO,940GZZLUWSP,Royal Oak,Westbourne Park,Circle,Inbound,WB,WB
940GZZLURSP,940GZZLUICK,Ruislip,Ickenham,Piccadilly,Inbound,WB,WB
940GZZLURSP,940GZZLURSM,Ruislip,Ruislip Manor,Piccadilly,Outbound,EB,EB
940GZZLURSP,940GZZLURSM,Ruislip,Ruislip Manor,Metropolitan,Outbound,SB,EB
940GZZLURSP,940GZZLUICK,Ruislip,Ickenham,Metropolitan,Inbound,NB,WB
940GZZLURSG,940GZZLUWRP,Ruislip Gardens,West Ruislip,Central,Inbound,WB,WB
940GZZLURSG,940GZZLUSRP,Ruislip Gardens,South Ruislip,Central,Outbound,EB,EB
940GZZLURSM,940GZZLURSP,Ruislip Manor,Ruislip,Piccadilly,Inbound,WB,WB
940GZZLURSM,940GZZLUEAE,Ruislip Manor,Eastcote,Piccadilly,Outbound,EB,EB
940GZZLURSM,940GZZLUEAE,Ruislip Manor,Eastcote,Metropolitan,Outbound,SB,EB
940GZZLURSM,940GZZLURSP,Ruislip Manor,Ruislip,Metropolitan,Inbound,NB,WB
940GZZLURSQ,940GZZLUHBN,Russell Square,Holborn,Piccadilly,Inbound,WB,WB
940GZZLURSQ,940GZZLUKSX,Russell Square,King's Cross St Pancras,Piccadilly,Outbound,EB,EB
940GZZLUSVS,940GZZLUTMH,Seven Sisters,Tottenham Hale,Victoria,Outbound,NB,NB
940GZZLUSVS,940GZZLUFPK,Seven Sisters,Finsbury Park,Victoria,Inbound,SB,SB
940GZZLUSBC,940GZZLUWCY,Shepherd's Bush,White City,Central,Inbound,WB,WB
940GZZLUSBC,940GZZLUHPK,Shepherd's Bush,Holland Park,Central,Outbound,EB,EB
940GZZLUSBM,940GZZLUWLA,Shepherd's Bush Market,Wood Lane,Hammersmith & City,Outbound,EB,EB
940GZZLUSBM,940GZZLUGHK,Shepherd's Bush Market,Goldhawk Road,Hammersmith & City,Inbound,WB,WB
940GZZLUSBM,940GZZLUWLA,Shepherd's Bush Market,Wood Lane,Circle,Outbound,EB,EB
940GZZLUSBM,940GZZLUGHK,Shepherd's Bush Market,Goldhawk Road,Circle,Inbound,WB,WB
940GZZLUSSQ,940GZZLUSKS,Sloane Square,South Kensington,District,Inbound,WB,WB
940GZZLUSSQ,940GZZLUVIC,Sloane Square,Victoria,District,Outbound,EB,EB
940GZZLUSSQ,940GZZLUSKS,Sloane Square,South Kensington,Circle,Outbound,OR,WB
940GZZLUSSQ,940GZZLUVIC,Sloane Square,Victoria,Circle,Inbound,IR,EB
940GZZLUSNB,940GZZLULYS,Snaresbrook,Leytonstone,Central,Inbound,WB,WB
940GZZLUSNB,940GZZLUSWF,Snaresbrook,South Woodford,Central,Outbound,EB,EB
940GZZLUSEA,940GZZLUNFD,South Ealing,Northfields,Piccadilly,Inbound,WB,WB
940GZZLUSEA,940GZZLUACT,South Ealing,Acton Town,Piccadilly,Outbound,EB,EB
940GZZLUSHH,940GZZLURYL,South Harrow,Rayners Lane,Piccadilly,Inbound,WB,WB
940GZZLUSHH,940GZZLUSUH,South Harrow,Sudbury Hill,Piccadilly,Outbound,EB,EB
940GZZLUSKS,940GZZLUGTR,South Kensington,Gloucester Road,Piccadilly,Inbound,WB,WB
940GZZLUSKS,940GZZLUKNB,South Kensington,Knightsbridge,Piccadilly,Outbound,EB,EB
940GZZLUSKS,940GZZLUGTR,South Kensington,Gloucester Road,District,Inbound,WB,WB
940GZZLUSKS,940GZZLUSSQ,South Kensington,Sloane Square,District,Outbound,EB,EB
940GZZLUSKS,940GZZLUGTR,South Kensington,Gloucester Road,Circle,Outbound,OR,WB
940GZZLUSKS,940GZZLUSSQ,South Kensington,Sloane Square,Circle,Inbound,IR,EB
940GZZLUSKT,940GZZLUNWY,South Kenton,North Wembley,Bakerloo,Inbound,SB,SB
940GZZLUSKT,940GZZLUKEN,South Kenton,Kenton,Bakerloo,Outbound,NB,NB
940GZZLUSRP,940GZZLURSG,South Ruislip,Ruislip Gardens,Central,Inbound,WB,WB
940GZZLUSRP,940GZZLUNHT,South Ruislip,Northolt,Central,Outbound,EB,EB
940GZZLUSWN,940GZZLUCSD,South Wimbledon,Colliers Wood,Northern,Outbound,NB,NB
940GZZLUSWN,940GZZLUMDN,South Wimbledon,Morden,Northern,Inbound,SB,SB
940GZZLUSWF,940GZZLUSNB,South Woodford,Snaresbrook,Central,Inbound,WB,WB
940GZZLUSWF,940GZZLUWOF,South Woodford,Woodford,Central,Outbound,EB,EB
940GZZLUSFS,940GZZLUWIP,Southfields,Wimbledon Park,District,Inbound,WB,WB
940GZZLUSFS,940GZZLUEPY,Southfields,East Putney,District,Outbound,EB,EB
940GZZLUSGT,940GZZLUASG,Southgate,Arnos Grove,Piccadilly,Inbound,WB,WB
940GZZLUSGT,940GZZLUOAK,Southgate,Oakwood,Piccadilly,Outbound,EB,EB
940GZZLUSWK,940GZZLULNB,Southwark,London Bridge,Jubilee,Outbound,EB,EB
940GZZLUSWK,940GZZLUWLO,Southwark,Waterloo,Jubilee,Inbound,WB,WB
940GZZLUSJP,940GZZLUVIC,St James's Park,Victoria,District,Inbound,WB,WB
940GZZLUSJP,940GZZLUWSM,St James's Park,Westminster,District,Outbound,EB,EB
940GZZLUSJP,940GZZLUVIC,St James's Park,Victoria,Circle,Outbound,OR,WB
940GZZLUSJP,940GZZLUWSM,St James's Park,Westminster,Circle,Inbound,IR,WB
940GZZLUSJW,940GZZLUBST,St John's Wood,Baker Street,Jubilee,Outbound,EB,SB
940GZZLUSJW,940GZZLUSWC,St John's Wood,Swiss Cottage,Jubilee,Inbound,WB,NB
940GZZLUSPU,940GZZLUCHL,St Paul's,Chancery Lane,Central,Inbound,WB,WB
940GZZLUSPU,940GZZLUBNK,St Paul's,Bank,Central,Outbound,EB,EB
940GZZLUSFB,940GZZLUTNG,Stamford Brook,Turnham Green,District,Inbound,WB,WB
940GZZLUSFB,940GZZLURVP,Stamford Brook,Ravenscourt Park,District,Outbound,EB,EB
940GZZLUSTM,940GZZLUCPK,Stanmore,Canons Park,Jubilee,Outbound,EB,SB
940GZZLUSGN,940GZZLUWPL,Stepney Green,Whitechapel,District,Inbound,WB,WB
940GZZLUSGN,940GZZLUMED,Stepney Green,Mile End,District,Outbound,EB,EB
940GZZLUSGN,940GZZLUMED,Stepney Green,Mile End,Hammersmith & City,Outbound,EB,EB
940GZZLUSGN,940GZZLUWPL,Stepney Green,Whitechapel,Hammersmith & City,Inbound,WB,WB
940GZZLUSKW,940GZZLUVXL,Stockwell,Vauxhall,Victoria,Outbound,NB,NB
940GZZLUSKW,940GZZLUBXN,Stockwell,Brixton,Victoria,Inbound,SB,SB
940GZZLUSKW,940GZZLUOVL,Stockwell,Oval,Northern,Outbound,NB,NB
940GZZLUSKW,940GZZLUCPN,Stockwell,Clapham North,Northern,Inbound,SB,SB
940GZZLUSGP,940GZZLUHSN,Stonebridge Park,Harlesden,Bakerloo,Inbound,SB,SB
940GZZLUSGP,940GZZLUWYC,Stonebridge Park,Wembley Central,Bakerloo,Outbound,NB,NB
940GZZLUSTD,940GZZLUMED,Stratford,Mile End,Central,Inbound,WB,WB
940GZZLUSTD,940GZZLULYN,Stratford,Leyton,Central,Outbound,EB,EB
940GZZLUSTD,940GZZLUWHM,Stratford,West Ham,Jubilee,Inbound,WB,WB
940GZZLUSUH,940GZZLUSHH,Sudbury Hill,South Harrow,Piccadilly,Inbound,WB,WB
940GZZLUSUH,940GZZLUSUT,Sudbury Hill,Sudbury Town,Piccadilly,Outbound,EB,EB
940GZZLUSUT,940GZZLUSUH,Sudbury Town,Sudbury Hill,Piccadilly,Inbound,WB,WB
940GZZLUSUT,940GZZLUALP,Sudbury Town,Alperton,Piccadilly,Outbound,EB,EB
940GZZLUSWC,940GZZLUSJW,Swiss Cottage,St John's Wood,Jubilee,Outbound,EB,SB
940GZZLUSWC,940GZZLUFYR,Swiss Cottage,Finchley Road,Jubilee,Inbound,WB,NB
940GZZLUTMP,940GZZLUEMB,Temple,Embankment,District,Inbound,WB,WB
940GZZLUTMP,940GZZLUBKF,Temple,Blackfriars,District,Outbound,EB,EB
940GZZLUTMP,940GZZLUEMB,Temple,Embankment,Circle,Outbound,OR,WB
940GZZLUTMP,940GZZLUBKF,Temple,Blackfriars,Circle,Inbound,IR,EB
940GZZLUTHB,940GZZLUDBN,Theydon Bois,Debden,Central,Inbound,WB,WB
940GZZLUTHB,940GZZLUEPG,Theydon Bois,Epping,Central,Outbound,EB,EB
940GZZLUTBC,940GZZLUBLM,Tooting Bec,Balham,Northern,Outbound,NB,NB
940GZZLUTBC,940GZZLUTBY,Tooting Bec,Tooting Broadway,Northern,Inbound,SB,SB
940GZZLUTBY,940GZZLUTBC,Tooting Broadway,Tooting Bec,Northern,Outbound,NB,NB
940GZZLUTBY,940GZZLUCSD,Tooting Broadway,Colliers Wood,Northern,Inbound,SB,SB
940GZZLUTCR,940GZZLUOXC,Tottenham Court Road,Oxford Circus,Central,Inbound,WB,WB
940GZZLUTCR,940GZZLUHBN,Tottenham Court Road,Holborn,Central,Outbound,EB,EB
940GZZLUTCR,940GZZLUGDG,Tottenham Court Road,Goodge Street,Northern,Outbound,NB,NB
940GZZLUTCR,940GZZLULSQ,Tottenham Court Road,Leicester Square,Northern,Inbound,SB,SB
940GZZLUTMH,940GZZLUBLR,Tottenham Hale,Blackhorse Road,Victoria,Outbound,NB,NB
940GZZLUTMH,940GZZLUSVS,Tottenham Hale,Seven Sisters,Victoria,Inbound,SB,SB
940GZZLUTAW,940GZZLUHBT,Totteridge & Whetstone,High Barnet,Northern,Outbound,NB,NB
940GZZLUTAW,940GZZLUWOP,Totteridge & Whetstone,Woodside Park,Northern,Inbound,SB,SB
940GZZLUTWH,940GZZLUMMT,Tower Hill,Monument,District,Inbound,WB,WB
940GZZLUTWH,940GZZLUADE,Tower Hill,Aldgate East,District,Outbound,EB,EB
940GZZLUTWH,940GZZLUMMT,Tower Hill,Monument,Circle,Outbound,OR,WB
940GZZLUTWH,940GZZLUALD,Tower Hill,Aldgate,Circle,Inbound,IR,EB
940GZZLUTFP,940GZZLUACY,Tufnell Park,Archway,Northern,Outbound,NB,NB
940GZZLUTFP,940GZZLUKSH,Tufnell Park,Kentish Town,Northern,Inbound,SB,SB
940GZZLUTNG,940GZZLUACT,Turnham Green,Acton Town,Piccadilly,Inbound,WB,
940GZZLUTNG,940GZZLURVP,Turnham Green,Hammersmith,Piccadilly,Outbound,EB,EB
940GZZLUTNG,940GZZLUGBY,Turnham Green,Gunnersbury,District,Inbound,WB,WB
940GZZLUTNG,940GZZLUCWP,Turnham Green,Chiswick Park,District,Inbound,WB,WB
940GZZLUTNG,940GZZLUSFB,Turnham Green,Stamford Brook,District,Outbound,EB,EB
940GZZLUTPN,940GZZLUMRH,Turnpike Lane,Manor House,Piccadilly,Inbound,WB,WB
940GZZLUTPN,940GZZLUWOG,Turnpike Lane,Wood Green,Piccadilly,Outbound,EB,EB
940GZZLUUPM,940GZZLUUPB,Upminster,Upminster Bridge,District,Inbound,WB,WB
940GZZLUUPB,940GZZLUHCH,Upminster Bridge,Hornchurch,District,Inbound,WB,WB
940GZZLUUPB,940GZZLUUPM,Upminster Bridge,Upminster,District,Outbound,EB,EB
940GZZLUUPY,940GZZLUBKG,Upney,Barking,District,Inbound,WB,WB
940GZZLUUPY,940GZZLUBEC,Upney,Becontree,District,Outbound,EB,EB
940GZZLUUPK,940GZZLUPLW,Upton Park,Plaistow,District,Inbound,WB,WB
940GZZLUUPK,940GZZLUEHM,Upton Park,East Ham,District,Outbound,EB,EB
940GZZLUUPK,940GZZLUEHM,Upton Park,East Ham,Hammersmith & City,Outbound,EB,EB
940GZZLUUPK,940GZZLUPLW,Upton Park,Plaistow,Hammersmith & City,Inbound,WB,WB
940GZZLUUXB,940GZZLUHGD,Uxbridge,Hillingdon,Piccadilly,Outbound,EB,EB
940GZZLUUXB,940GZZLUHGD,Uxbridge,Hillingdon,Metropolitan,Outbound,SB,EB
940GZZLUVXL,940GZZLUPCO,Vauxhall,Pimlico,Victoria,Outbound,NB,NB
940GZZLUVXL,940GZZLUSKW,Vauxhall,Stockwell,Victoria,Inbound,SB,SB
940GZZLUVIC,940GZZLUGPK,Victoria,Green Park,Victoria,Outbound,NB,NB
940GZZLUVIC,940GZZLUPCO,Victoria,Pimlico,Victoria,Inbound,SB,SB
940GZZLUVIC,940GZZLUSSQ,Victoria,Sloane Square,District,Inbound,WB,WB
940GZZLUVIC,940GZZLUSJP,Victoria,St James's Park,District,Outbound,EB,EB
940GZZLUVIC,940GZZLUSSQ,Victoria,Sloane Square,Circle,Outbound,OR,WB
940GZZLUVIC,940GZZLUSJP,Victoria,St James's Park,Circle,Inbound,IR,EB
940GZZLUWWL,940GZZLUBLR,Walthamstow Central,Blackhorse Road,Victoria,Inbound,SB,SB
940GZZLUWSD,940GZZLULYS,Wanstead,Leytonstone,Central,Inbound,WB,WB
940GZZLUWSD,940GZZLURBG,Wanstead,Redbridge,Central,Outbound,EB,EB
940GZZLUWRR,940GZZLUEUS,Warren Street,Euston,Victoria,Outbound,NB,NB
940GZZLUWRR,940GZZLUOXC,Warren Street,Oxford Circus,Victoria,Inbound,SB,SB
940GZZLUWRR,940GZZLUEUS,Warren Street,Euston,Northern,Outbound,NB,NB
940GZZLUWRR,940GZZLUGDG,Warren Street,Goodge Street,Northern,Inbound,SB,SB
940GZZLUWKA,940GZZLUPAC,Warwick Avenue,Paddington,Bakerloo,Inbound,SB,SB
940GZZLUWKA,940GZZLUMVL,Warwick Avenue,Maida Vale,Bakerloo,Outbound,NB,NB
940GZZLUWLO,940GZZLULBN,Waterloo,Lambeth North,Bakerloo,Inbound,SB,SB
940GZZLUWLO,940GZZLUEMB,Waterloo,Embankment,Bakerloo,Outbound,NB,NB
940GZZLUWLO,940GZZLUSWK,Waterloo,Southwark,Jubilee,Outbound,EB,EB
940GZZLUWLO,940GZZLUWSM,Waterloo,Westminster,Jubilee,Inbound,WB,WB
940GZZLUWLO,940GZZLUEMB,Waterloo,Embankment,Northern,Outbound,NB,NB
940GZZLUWLO,940GZZLUKNG,Waterloo,Kennington,Northern,Inbound,SB,SB
940GZZLUWLO,940GZZLUBNK,Waterloo,Bank,Waterloo & City,Outbound,EB,EB
940GZZLUWAF,940GZZLUCXY,Watford,Croxley,Metropolitan,Outbound,SB,SB
940GZZLUWYC,940GZZLUSGP,Wembley Central,Stonebridge Park,Bakerloo,Inbound,SB,SB
940GZZLUWYC,940GZZLUNWY,Wembley Central,North Wembley,Bakerloo,Outbound,NB,NB
940GZZLUWYP,940GZZLUNDN,Wembley Park,Neasden,Jubilee,Outbound,EB,SB
940GZZLUWYP,940GZZLUKBY,Wembley Park,Kingsbury,Jubilee,Inbound,WB,NB
940GZZLUWYP,940GZZLUFYR,Wembley Park,Finchley Road,Metropolitan,Outbound,SB,SB
940GZZLUWYP,940GZZLUPRD,Wembley Park,Preston Road,Metropolitan,Inbound,NB,NB
940GZZLUWTA,940GZZLUEBY,West Acton,Ealing Broadway,Central,Inbound,WB,WB
940GZZLUWTA,940GZZLUNAN,West Acton,North Acton,Central,Outbound,EB,EB
940GZZLUWBN,940GZZLUFBY,West Brompton,Fulham Broadway,District,Inbound,WB,WB
940GZZLUWBN,940GZZLUECT,West Brompton,Earl's Court,District,Outbound,EB,EB
