Rail Station Name,Travel Location No,Month Name (Travel Date),Calendar Year (Travel Date),Transaction Type,Count of Taps
Plumstead,5208,October,2019,Entry,45148
Plumstead,5208,October,2019,Exit,30807
Ponders End,6819,October,2019,Exit,13806
Ponders End,6819,October,2019,Entry,16540
Pontoon Dock DLR,538,October,2019,Exit,50733
Pontoon Dock DLR,538,October,2019,Entry,56506
Poplar,858,October,2019,Exit,30476
Poplar,858,October,2019,Entry,35353
Potters Bar,6022,October,2019,Entry,19589
Potters Bar,6022,October,2019,Exit,15078
Preston Road,677,October,2019,Entry,147203
Preston Road,677,October,2019,Exit,141208
Prince Regent,888,October,2019,Exit,61091
Prince Regent,888,October,2019,Entry,69317
Pudding Mill Lane,859,October,2019,Entry,16697
Pudding Mill Lane,859,October,2019,Exit,14885
Purfleet,7453,October,2019,Exit,7299
Purfleet,7453,October,2019,Entry,18031
Purley,5379,October,2019,Entry,100810
Purley,5379,October,2019,Exit,98389
Purley Oaks,5430,October,2019,Entry,10960
Purley Oaks,5430,October,2019,Exit,9871
Putney,5603,October,2019,Exit,344914
Putney,5603,October,2019,Entry,361993
Putney Bridge,678,October,2019,Exit,242805
Putney Bridge,678,October,2019,Entry,233020
Queens Park,680,October,2019,Entry,252437
Queens Park,680,October,2019,Exit,230524
Queens Rd Peckham,5424,October,2019,Entry,147364
Queens Rd Peckham,5424,October,2019,Exit,135856
Queensbury,679,October,2019,Exit,182991
Queensbury,679,October,2019,Entry,188319
Queenstown Road Battersea,5596,October,2019,Exit,64336
Queenstown Road Battersea,5596,October,2019,Entry,70741
Queensway,681,October,2019,Exit,392333
Queensway,681,October,2019,Entry,396021
Radlett,1546,October,2019,Entry,14185
Radlett,1546,October,2019,Exit,13362
Rainham Essex,7454,October,2019,Exit,51208
Rainham Essex,7454,October,2019,Entry,44620
Ravensbourne,5083,October,2019,Entry,4595
Ravensbourne,5083,October,2019,Exit,3879
Ravenscourt Park,682,October,2019,Exit,129659
Ravenscourt Park,682,October,2019,Entry,135280
Rayners Lane,683,October,2019,Entry,188795
Rayners Lane,683,October,2019,Exit,181845
Raynes Park,5569,October,2019,Exit,164520
Raynes Park,5569,October,2019,Entry,174466
Reading,3149,October,2019,Entry,8
Reading,3149,October,2019,Exit,1
Rectory Road,6967,October,2019,Exit,15418
Rectory Road,6967,October,2019,Entry,19682
Redbridge,684,October,2019,Entry,131349
Redbridge,684,October,2019,Exit,119017
Redhill,5478,October,2019,Exit,26666
Redhill,5478,October,2019,Entry,28248
Reedham Surrey,5431,October,2019,Entry,3763
Reedham Surrey,5431,October,2019,Exit,2851
Regents Park,685,October,2019,Entry,189856
Regents Park,685,October,2019,Exit,209415
Richmond,5570,October,2019,Exit,572460
Richmond,5570,October,2019,Entry,585630
Rickmansworth,687,October,2019,Exit,101185
Rickmansworth,687,October,2019,Entry,104105
Riddlesdown,5432,October,2019,Entry,6264
Riddlesdown,5432,October,2019,Exit,5013
Roding Valley,688,October,2019,Exit,6849
Roding Valley,688,October,2019,Entry,8616
Romford,6886,October,2019,Exit,365840
Romford,6886,October,2019,Entry,362139
Rotherhithe,1039,October,2019,Entry,80315
Rotherhithe,1039,October,2019,Exit,71424
Royal Albert,890,October,2019,Entry,33968
Royal Albert,890,October,2019,Exit,30803
Royal Oak,690,October,2019,Exit,109738
Royal Oak,690,October,2019,Entry,116958
Royal Victoria,886,October,2019,Exit,52029
Royal Victoria,886,October,2019,Entry,65775
Ruislip,691,October,2019,Entry,84599
Ruislip,691,October,2019,Exit,85685
Ruislip Gardens,692,October,2019,Exit,44650
Ruislip Gardens,692,October,2019,Entry,51369
Ruislip Manor,693,October,2019,Exit,83406
Ruislip Manor,693,October,2019,Entry,84088
Russell Square,694,October,2019,Entry,584786
Russell Square,694,October,2019,Exit,582764
Rye House,6820,October,2019,Entry,4899
Rye House,6820,October,2019,Exit,4874
Salfords,5380,October,2019,Entry,702
Salfords,5380,October,2019,Exit,543
Sanderstead,5433,October,2019,Entry,37998
Sanderstead,5433,October,2019,Exit,31169
Selhurst,5434,October,2019,Entry,52621
Selhurst,5434,October,2019,Exit,49031
Seven Kings,6893,October,2019,Entry,156552
Seven Kings,6893,October,2019,Exit,145956
Seven Sisters,698,October,2019,Exit,813773
Seven Sisters,698,October,2019,Entry,829100
Shadwell DLR,860,October,2019,Exit,146910
Shadwell DLR,860,October,2019,Entry,161185
Shadwell LO,1082,October,2019,Exit,237936
Shadwell LO,1082,October,2019,Entry,126132
Shenfield,6888,October,2019,Exit,80409
Shenfield,6888,October,2019,Entry,85878
Shepherds Bush LO,9587,October,2019,Entry,335879
Shepherds Bush LO,9587,October,2019,Exit,352509
Shepherds Bush LU,700,October,2019,Exit,889639
Shepherds Bush LU,700,October,2019,Entry,949545
Shepherds Bush Market,775,October,2019,Exit,146895
Shepherds Bush Market,775,October,2019,Entry,156452
Shoreditch High Street,1024,October,2019,Exit,429437
Shoreditch High Street,1024,October,2019,Entry,402186
Shortlands,5084,October,2019,Exit,21288
Shortlands,5084,October,2019,Entry,27980
Sidcup,5125,October,2019,Entry,93557
Sidcup,5125,October,2019,Exit,68047
Silver Street,6972,October,2019,Entry,55725
Silver Street,6972,October,2019,Exit,46308
Slade Green,5154,October,2019,Entry,18623
Slade Green,5154,October,2019,Exit,14499
Sloane Square,702,October,2019,Exit,653160
Sloane Square,702,October,2019,Entry,695425
Slough,3172,October,2019,Exit,4
Slough,3172,October,2019,Entry,7
Snaresbrook,703,October,2019,Entry,105895
Snaresbrook,703,October,2019,Exit,99853
South Acton,1452,October,2019,Entry,18484
South Acton,1452,October,2019,Exit,16832
South Bermondsey,5425,October,2019,Entry,16403
South Bermondsey,5425,October,2019,Exit,15810
South Croydon,5410,October,2019,Exit,39758
South Croydon,5410,October,2019,Entry,48673
South Ealing,704,October,2019,Exit,158848
South Ealing,704,October,2019,Entry,158509
South Greenford,3138,October,2019,Entry,1022
South Greenford,3138,October,2019,Exit,584
South Hampstead,1451,October,2019,Exit,9054
South Hampstead,1451,October,2019,Entry,11229
South Harrow,707,October,2019,Exit,97149
South Harrow,707,October,2019,Entry,97967
South Kensington,708,October,2019,Entry,1556490
South Kensington,708,October,2019,Exit,1540158
South Kenton,709,October,2019,Entry,28602
South Kenton,709,October,2019,Exit,25407
South Merton,5292,October,2019,Entry,4002
South Merton,5292,October,2019,Exit,2534
South Quay,861,October,2019,Entry,105068
South Quay,861,October,2019,Exit,92883
South Ruislip,710,October,2019,Exit,84023
South Ruislip,710,October,2019,Entry,89998
South Tottenham,7404,October,2019,Exit,46663
South Tottenham,7404,October,2019,Entry,41725
South Wimbledon,711,October,2019,Entry,216650
South Wimbledon,711,October,2019,Exit,199254
South Woodford,712,October,2019,Entry,225812
South Woodford,712,October,2019,Exit,245238
Southall,3187,October,2019,Entry,99530
Southall,3187,October,2019,Exit,84433
Southbury,6947,October,2019,Entry,47104
Southbury,6947,October,2019,Exit,49448
Southfields,705,October,2019,Entry,247481
Southfields,705,October,2019,Exit,223690
Southgate,706,October,2019,Exit,244255
Southgate,706,October,2019,Entry,238691
Southwark,784,October,2019,Exit,681483
Southwark,784,October,2019,Entry,685438
St Albans,1548,October,2019,Exit,2067
St Albans,1548,October,2019,Entry,2021
St Helier,5290,October,2019,Entry,5092
St Helier,5290,October,2019,Exit,3356
St James Street,6973,October,2019,Entry,54082
St James Street,6973,October,2019,Exit,53515
St James's Park,695,October,2019,Entry,663623
St James's Park,695,October,2019,Exit,628893
St Johns,5059,October,2019,Entry,17141
St Johns,5059,October,2019,Exit,13112
St Johns Wood,696,October,2019,Entry,337733
St Johns Wood,696,October,2019,Exit,342071
St Margarets (Herts),6821,October,2019,Entry,3400
St Margarets (Herts),6821,October,2019,Exit,2940
St Margarets London,5604,October,2019,Entry,29535
St Margarets London,5604,October,2019,Exit,22557
St Mary Cray,5073,October,2019,Exit,24628
St Mary Cray,5073,October,2019,Entry,29937
St Pancras International,1555,October,2019,Exit,348163
St Pancras International,1555,October,2019,Entry,320866
St Pancras International (HS1),7423,October,2019,Exit,41963
St Pancras International (HS1),7423,October,2019,Entry,48493
St Pauls,697,October,2019,Exit,738331
St Pauls,697,October,2019,Entry,725460
Stamford Brook,713,October,2019,Entry,122500
Stamford Brook,713,October,2019,Exit,113786
Stamford Hill,6968,October,2019,Exit,11758
Stamford Hill,6968,October,2019,Entry,15453
Stanmore,714,October,2019,Entry,171545
Stanmore,714,October,2019,Exit,172035
Star Lane DLR,889,October,2019,Exit,25952
Star Lane DLR,889,October,2019,Entry,29485
Stepney Green,715,October,2019,Entry,269840
Stepney Green,715,October,2019,Exit,246081
Stockwell,716,October,2019,Entry,555191
Stockwell,716,October,2019,Exit,447917
Stoke Newington,6934,October,2019,Entry,30427
Stoke Newington,6934,October,2019,Exit,25729
Stonebridge Park,717,October,2019,Exit,103755
Stonebridge Park,717,October,2019,Entry,110689
Stoneleigh,5606,October,2019,Entry,18787
Stoneleigh,5606,October,2019,Exit,15506
Stratford,719,October,2019,Exit,2875335
Stratford,719,October,2019,Entry,2958858
Stratford,6960,October,2019,Entry,45488
Stratford,6960,October,2019,Exit,92395
Stratford High Street,749,October,2019,Entry,15785
Stratford High Street,749,October,2019,Exit,18084
Stratford International,504,October,2019,Entry,56980
Stratford International,504,October,2019,Exit,44237
Stratford International (HS1),7222,October,2019,Exit,39025
Stratford International (HS1),7222,October,2019,Entry,42718
Strawberry Hill,5607,October,2019,Entry,20242
Strawberry Hill,5607,October,2019,Exit,16528
Streatham,5383,October,2019,Entry,128458
Streatham,5383,October,2019,Exit,108226
Streatham Common,5384,October,2019,Exit,153546
Streatham Common,5384,October,2019,Entry,160994
Streatham Hill,5435,October,2019,Entry,83893
Streatham Hill,5435,October,2019,Exit,87399
Sudbury & Harrow Road,1483,October,2019,Entry,1067
Sudbury & Harrow Road,1483,October,2019,Exit,660
Sudbury Hill,720,October,2019,Exit,85095
Sudbury Hill,720,October,2019,Entry,86843
Sudbury Hill Harrow,1484,October,2019,Exit,1368
Sudbury Hill Harrow,1484,October,2019,Entry,1909
Sudbury Town,721,October,2019,Entry,88209
Sudbury Town,721,October,2019,Exit,75773
Sundridge Park,5155,October,2019,Entry,4497
Sundridge Park,5155,October,2019,Exit,3480
Surbiton,5571,October,2019,Entry,292895
Surbiton,5571,October,2019,Exit,293595
Surrey Quays,1083,October,2019,Entry,218897
Surrey Quays,1083,October,2019,Exit,199678
Sutton Common,5436,October,2019,Entry,8011
Sutton Common,5436,October,2019,Exit,5736
Sutton Surrey,5385,October,2019,Entry,216247
Sutton Surrey,5385,October,2019,Exit,212425
Swanley,5075,October,2019,Exit,14007
Swanley,5075,October,2019,Entry,16146
Swiss Cottage,723,October,2019,Entry,326592
Swiss Cottage,723,October,2019,Exit,309545
Sydenham Hill,5085,October,2019,Entry,18858
Sydenham Hill,5085,October,2019,Exit,13232
Sydenham SR,5437,October,2019,Exit,176454
Sydenham SR,5437,October,2019,Entry,177768
Syon Lane,5609,October,2019,Entry,22594
Syon Lane,5609,October,2019,Exit,18810
Tadworth,5386,October,2019,Entry,3840
Tadworth,5386,October,2019,Exit,3216
Tattenham Corner,5387,October,2019,Entry,2800
Tattenham Corner,5387,October,2019,Exit,2256
Teddington,5572,October,2019,Entry,37370
Teddington,5572,October,2019,Exit,32588
Temple,724,October,2019,Exit,392146
Temple,724,October,2019,Entry,386904
Thames Ditton,5610,October,2019,Entry,19960
Thames Ditton,5610,October,2019,Exit,17227
Theobalds Grove,6949,October,2019,Entry,34400
Theobalds Grove,6949,October,2019,Exit,30586
Theydon Bois,725,October,2019,Entry,41489
Theydon Bois,725,October,2019,Exit,39066
Thornton Heath,5388,October,2019,Exit,116264
Thornton Heath,5388,October,2019,Entry,127913
TICKETLINE,798,October,2019,Entry,4017
Tolworth,5573,October,2019,Entry,12819
Tolworth,5573,October,2019,Exit,11005
Tooting,5389,October,2019,Exit,37659
Tooting,5389,October,2019,Entry,48555
Tooting Bec,726,October,2019,Exit,326875
Tooting Bec,726,October,2019,Entry,357306
Tooting Broadway,727,October,2019,Exit,684638
Tooting Broadway,727,October,2019,Entry,698928
Tottenham Court Road,728,October,2019,Entry,1958214
Tottenham Court Road,728,October,2019,Exit,1845788
Tottenham Hale,729,October,2019,Exit,585269
Tottenham Hale,6951,October,2019,Exit,257444
Tottenham Hale,6951,October,2019,Entry,244621
Tottenham Hale,729,October,2019,Entry,643169
Totteridge,730,October,2019,Exit,105686
Totteridge,730,October,2019,Entry,114717
Tower Gateway,864,October,2019,Entry,76699
Tower Gateway,864,October,2019,Exit,67304
Tower Hill,731,October,2019,Entry,954779
Tower Hill,731,October,2019,Exit,980371
Tufnell Park,733,October,2019,Exit,170704
Tufnell Park,733,October,2019,Entry,194301
Tulse Hill,5390,October,2019,Exit,96818
Tulse Hill,5390,October,2019,Entry,107422
Turkey Street,6952,October,2019,Exit,45773
Turkey Street,6952,October,2019,Entry,51665
Turnham Green,734,October,2019,Entry,253116
Turnham Green,734,October,2019,Exit,257448
Turnpike Lane,735,October,2019,Entry,479344
Turnpike Lane,735,October,2019,Exit,474657
Twickenham,5574,October,2019,Entry,162193
Twickenham,5574,October,2019,Exit,166745
Unknown,0,October,2019,Exit,55045
Unknown,0,October,2019,Entry,76958
Upminster,7464,October,2019,Entry,206007
Upminster,7464,October,2019,Exit,207916
Upminster Bridge,737,October,2019,Entry,46511
Upminster Bridge,737,October,2019,Exit,42892
Upney,738,October,2019,Exit,107003
Upney,738,October,2019,Entry,121343
Upper Holloway,1524,October,2019,Exit,31319
Upper Holloway,1524,October,2019,Entry,34163
Upper Warlingham,5391,October,2019,Entry,11914
Upper Warlingham,5391,October,2019,Exit,9080
Upton Park,739,October,2019,Exit,389842
Upton Park,739,October,2019,Entry,410672
Uxbridge,740,October,2019,Exit,356303
Uxbridge,740,October,2019,Entry,369196
Vauxhall LU,777,October,2019,Exit,1447161
Vauxhall LU,777,October,2019,Entry,1443511
Vauxhall NR,5597,October,2019,Entry,813803
Vauxhall NR,5597,October,2019,Exit,842422
Victoria (Gatwick Express),5449,October,2019,Entry,49936
Victoria (Gatwick Express),5449,October,2019,Exit,27160
Victoria LU,741,October,2019,Exit,2692820
Victoria LU,722,October,2019,Exit,1264412
Victoria LU,741,October,2019,Entry,2478918
Victoria LU,722,October,2019,Entry,1388621
Victoria NR,8558,October,2019,Entry,680511
Victoria NR,5426,October,2019,Exit,1036035
Victoria NR,8558,October,2019,Exit,633809
Victoria NR,5426,October,2019,Entry,1088041
W Silvertown,559,October,2019,Entry,36444
W Silvertown,559,October,2019,Exit,32158
Waddon,5392,October,2019,Exit,13693
Waddon,5392,October,2019,Entry,15840
Wallington,5394,October,2019,Entry,78803
Wallington,5394,October,2019,Exit,73167
Waltham Cross,6823,October,2019,Exit,21473
Waltham Cross,6823,October,2019,Entry,23524
Walthamstow Central,742,October,2019,Exit,448408
Walthamstow Central,742,October,2019,Entry,321541
Walthamstow Central,6953,October,2019,Exit,382430
Walthamstow Central,6953,October,2019,Entry,249827
Walthamstow Queens Road,7407,October,2019,Exit,23628
Walthamstow Queens Road,7407,October,2019,Entry,21969
Wandsworth Common,5395,October,2019,Exit,27507
Wandsworth Common,5395,October,2019,Entry,31058
Wandsworth Road,5372,October,2019,Exit,14888
Wandsworth Road,5372,October,2019,Entry,17050
Wandsworth Town,5576,October,2019,Entry,168473
Wandsworth Town,5576,October,2019,Exit,171670
Wanstead,743,October,2019,Entry,122734
Wanstead,743,October,2019,Exit,122731
Wanstead Park,7408,October,2019,Exit,45728
Wanstead Park,7408,October,2019,Entry,46915
Wapping,1085,October,2019,Entry,112955
Wapping,1085,October,2019,Exit,110033
Ware,6824,October,2019,Exit,9116
Ware,6824,October,2019,Entry,10157
Warren Street,745,October,2019,Exit,794657
Warren Street,745,October,2019,Entry,686460
Warwick Avenue,746,October,2019,Exit,178981
Warwick Avenue,746,October,2019,Entry,188357
Waterloo East NR,5158,October,2019,Exit,362045
Waterloo East NR,5158,October,2019,Entry,325576
Waterloo LU (Bloo/Nthn/W&C),747,October,2019,Exit,1464622
Waterloo LU (Bloo/Nthn/W&C),747,October,2019,Entry,1510025
Waterloo LU (Jubilee),796,October,2019,Entry,1673575
Waterloo LU (Jubilee),796,October,2019,Exit,1701202
Waterloo NR,8909,October,2019,Exit,593762
Waterloo NR,8909,October,2019,Entry,210687
Waterloo NR (Plat 1-11),5598,October,2019,Exit,907666
Waterloo NR (Plat 1-11),5598,October,2019,Entry,573023
Waterloo NR (Plat 20-24),5465,October,2019,Entry,286810
Waterloo NR (Plat 20-24),5465,October,2019,Exit,596153
Watford High Street,1455,October,2019,Entry,58879
Watford High Street,1455,October,2019,Exit,55511
Watford Junction,1402,October,2019,Exit,175723
Watford Junction,1402,October,2019,Entry,213571
Watford Met,748,October,2019,Entry,89224
Watford Met,748,October,2019,Exit,82524
Welling,5128,October,2019,Exit,52977
Welling,5128,October,2019,Entry,83855
Wembley Central,751,October,2019,Exit,258571
Wembley Central,751,October,2019,Entry,247297
Wembley Park,752,October,2019,Entry,781005
Wembley Park,752,October,2019,Exit,761094
Wembley Stadium,1509,October,2019,Exit,4138
Wembley Stadium,1509,October,2019,Entry,5300
West Acton,753,October,2019,Entry,75641
West Acton,753,October,2019,Exit,70885
West Brompton,755,October,2019,Entry,191074
West Brompton,755,October,2019,Exit,190655
West Croydon,5411,October,2019,Exit,198593
West Croydon,5411,October,2019,Entry,214948
West Drayton,3174,October,2019,Entry,48310
West Drayton,3174,October,2019,Exit,41521
West Dulwich,5086,October,2019,Exit,19005
West Dulwich,5086,October,2019,Entry,24488
West Ealing,3188,October,2019,Entry,29982
West Ealing,3188,October,2019,Exit,25911
West Finchley,756,October,2019,Entry,74606
West Finchley,756,October,2019,Exit,69344
West Ham,757,October,2019,Entry,198652
West Ham,757,October,2019,Exit,210037
West Hampstead LO,1421,October,2019,Exit,211674
West Hampstead LO,1421,October,2019,Entry,213506
West Hampstead LU,758,October,2019,Exit,437883
West Hampstead LU,758,October,2019,Entry,484673
West Hampstead Thameslink,1525,October,2019,Entry,155094
West Hampstead Thameslink,1525,October,2019,Exit,157612
West Harrow,759,October,2019,Exit,33185
West Harrow,759,October,2019,Entry,50989
West India Quay,866,October,2019,Entry,19255
West India Quay,866,October,2019,Exit,14837
West Kensington,760,October,2019,Entry,196300
West Kensington,760,October,2019,Exit,179125
West Norwood,5438,October,2019,Exit,75242
West Norwood,5438,October,2019,Entry,63461
West Ruislip,762,October,2019,Entry,66477
West Ruislip,762,October,2019,Exit,61277
West Sutton,5293,October,2019,Exit,5095
West Sutton,5293,October,2019,Entry,8291
West Wickham,5054,October,2019,Entry,16048
West Wickham,5054,October,2019,Exit,13161
Westbourne Park,754,October,2019,Entry,193468
Westbourne Park,754,October,2019,Exit,174634
Westcombe Park,5151,October,2019,Entry,21876
Westcombe Park,5151,October,2019,Exit,15374
Westferry,865,October,2019,Entry,76491
Westferry,865,October,2019,Exit,64511
Westminster,761,October,2019,Exit,1168385
Westminster,761,October,2019,Entry,1154492
White City,764,October,2019,Exit,425282
White City,764,October,2019,Entry,445094
White Hart Lane,6956,October,2019,Entry,101901
White Hart Lane,6956,October,2019,Exit,109336
Whitechapel,763,October,2019,Entry,545882
Whitechapel,763,October,2019,Exit,550308
Whitton,5611,October,2019,Exit,25891
Whitton,5611,October,2019,Entry,32662
Whyteleafe,5396,October,2019,Exit,4554
Whyteleafe,5396,October,2019,Entry,4582
Whyteleafe South,5439,October,2019,Exit,1667
Whyteleafe South,5439,October,2019,Entry,2192
Willesden Green,765,October,2019,Entry,365201
Willesden Green,765,October,2019,Exit,345760
Willesden Junction,1457,October,2019,Exit,221802
Willesden Junction,1457,October,2019,Entry,236170
Wimbledon,5578,October,2019,Entry,810863
Wimbledon,5578,October,2019,Exit,800074
Wimbledon Chase,5612,October,2019,Exit,6920
Wimbledon Chase,5612,October,2019,Entry,9756
Wimbledon Park,768,October,2019,Entry,89039
Wimbledon Park,768,October,2019,Exit,84398
WIMBLEDON TRAM                ,8777,October,2019,Exit,9522
Winchmore Hill,6024,October,2019,Exit,59539
Winchmore Hill,6024,October,2019,Entry,61269
Wood Green,770,October,2019,Entry,568790
Wood Green,770,October,2019,Exit,543284
Wood Lane,599,October,2019,Entry,203518
Wood Lane,599,October,2019,Exit,224895
Wood Street,6954,October,2019,Exit,70078
Wood Street,6954,October,2019,Entry,74558
Woodford,769,October,2019,Exit,248048
Woodford,769,October,2019,Entry,262036
Woodgrange Park,7467,October,2019,Exit,34143
Woodgrange Park,7467,October,2019,Entry,35298
Woodmansterne,5441,October,2019,Exit,3189
Woodmansterne,5441,October,2019,Entry,4817
Woodside Park,771,October,2019,Entry,139606
Woodside Park,771,October,2019,Exit,64759
Woolwich Arsenal DLR,573,October,2019,Entry,545866
Woolwich Arsenal DLR,573,October,2019,Exit,507433
Woolwich Arsenal NR,5152,October,2019,Entry,119950
Woolwich Arsenal NR,5152,October,2019,Exit,100033
Woolwich Dockyard,5153,October,2019,Entry,12534
Woolwich Dockyard,5153,October,2019,Exit,8355
Worcester Park,5579,October,2019,Entry,44392
Worcester Park,5579,October,2019,Exit,38937
Abbey Road DLR,750,September,2019,Exit,16131
Abbey Road DLR,750,September,2019,Entry,18055
Abbey Wood,5131,September,2019,Entry,156797
Abbey Wood,5131,September,2019,Exit,132687
Acton Central,1404,September,2019,Entry,75857
Acton Central,1404,September,2019,Exit,71812
Acton Main Line,3000,September,2019,Entry,8499
Acton Main Line,3000,September,2019,Exit,7134
Acton Town,500,September,2019,Entry,269688
Acton Town,500,September,2019,Exit,276767
Albany Park,5132,September,2019,Entry,24098
Albany Park,5132,September,2019,Exit,16256
Aldgate,502,September,2019,Entry,348093
Aldgate,502,September,2019,Exit,374790
Aldgate East,503,September,2019,Exit,540713
Aldgate East,503,September,2019,Entry,578932
Alexandra Palace,6025,September,2019,Entry,49988
Alexandra Palace,6025,September,2019,Exit,50535
All Saints,850,September,2019,Exit,28109
All Saints,850,September,2019,Entry,34573
Alperton,505,September,2019,Entry,104792
Alperton,505,September,2019,Exit,110515
Amersham,506,September,2019,Entry,100783
Amersham,506,September,2019,Exit,95759
Anerley,5397,September,2019,Entry,21292
Anerley,5397,September,2019,Exit,17127
Angel,507,September,2019,Entry,686271
Angel,507,September,2019,Exit,691300
Archway,508,September,2019,Entry,345162
Archway,508,September,2019,Exit,344068
Arnos Grove,509,September,2019,Entry,194123
Arnos Grove,509,September,2019,Exit,172376
Arsenal,510,September,2019,Exit,132916
Arsenal,510,September,2019,Entry,132697
Baker Street,511,September,2019,Exit,1114499
Baker Street,511,September,2019,Entry,1144067
Balham LU,512,September,2019,Exit,515639
Balham LU,512,September,2019,Entry,519168
Balham NR,5399,September,2019,Entry,306527
Balham NR,5399,September,2019,Exit,309826
Bank,513,September,2019,Entry,1736728
Bank,513,September,2019,Exit,1716988
Banstead,5348,September,2019,Entry,2729
Banstead,5348,September,2019,Exit,2541
Barbican,501,September,2019,Entry,378920
Barbican,501,September,2019,Exit,381158
Barking,514,September,2019,Entry,768911
Barking,514,September,2019,Exit,765109
Barkingside,515,September,2019,Exit,62357
Barkingside,515,September,2019,Entry,64281
Barnehurst,5089,September,2019,Entry,24137
Barnehurst,5089,September,2019,Exit,18781
Barnes,5551,September,2019,Entry,59710
Barnes,5551,September,2019,Exit,50111
Barnes Bridge,5580,September,2019,Entry,22096
Barnes Bridge,5580,September,2019,Exit,18183
Barons Court,516,September,2019,Exit,257610
Barons Court,516,September,2019,Entry,278006
Battersea Park,5420,September,2019,Exit,83771
Battersea Park,5420,September,2019,Entry,83509
Bayford,6006,September,2019,Exit,168
Bayford,6006,September,2019,Entry,290
Bayswater,517,September,2019,Exit,161407
Bayswater,517,September,2019,Entry,173465
Beckenham Hill,5076,September,2019,Entry,9326
Beckenham Hill,5076,September,2019,Exit,7051
Beckenham Junction,5046,September,2019,Entry,47821
Beckenham Junction,5046,September,2019,Exit,40128
Beckton,895,September,2019,Entry,42547
Beckton,895,September,2019,Exit,38722
Beckton Park,891,September,2019,Exit,7586
Beckton Park,891,September,2019,Entry,9865
Becontree,518,September,2019,Exit,136285
Becontree,518,September,2019,Entry,149127
Bellingham,5062,September,2019,Entry,22296
Bellingham,5062,September,2019,Exit,14001
Belmont,5350,September,2019,Exit,2874
Belmont,5350,September,2019,Entry,3627
Belsize Park,519,September,2019,Entry,235112
Belsize Park,519,September,2019,Exit,204323
Belvedere,5092,September,2019,Exit,17998
Belvedere,5092,September,2019,Entry,24455
Bermondsey,787,September,2019,Exit,378267
Bermondsey,787,September,2019,Entry,399909
Berrylands,5581,September,2019,Entry,7534
Berrylands,5581,September,2019,Exit,6182
Bethnal Green LU,520,September,2019,Entry,627047
Bethnal Green LU,520,September,2019,Exit,588188
Bethnal Green NR,6961,September,2019,Entry,46592
Bethnal Green NR,6961,September,2019,Exit,49641
Bexley,5093,September,2019,Exit,27890
Bexley,5093,September,2019,Entry,35919
Bexleyheath,5094,September,2019,Entry,81388
Bexleyheath,5094,September,2019,Exit,38263
Bickley,5063,September,2019,Exit,13628
Bickley,5063,September,2019,Entry,17460
Birkbeck,5401,September,2019,Entry,3399
Birkbeck,5401,September,2019,Exit,2513
Blackfriars LU,521,September,2019,Exit,595388
Blackfriars LU,521,September,2019,Entry,382302
Blackfriars NR,5112,September,2019,Exit,375190
Blackfriars NR,5112,September,2019,Entry,327276
Blackheath,5095,September,2019,Exit,51859
Blackheath,5095,September,2019,Entry,55685
Blackhorse Road,522,September,2019,Exit,372182
Blackhorse Road,522,September,2019,Entry,408973
Blackwall,882,September,2019,Exit,23611
Blackwall,882,September,2019,Entry,29697
Bond Street,524,September,2019,Entry,1484562
Bond Street,524,September,2019,Exit,1452516
Borough,525,September,2019,Entry,223781
Borough,525,September,2019,Exit,218390
Boston Manor,526,September,2019,Exit,89331
Boston Manor,526,September,2019,Entry,90236
Bounds Green,527,September,2019,Entry,250002
Bounds Green,527,September,2019,Exit,228255
Bow Church,851,September,2019,Exit,37806
Bow Church,851,September,2019,Entry,43889
Bow Road,528,September,2019,Entry,205422
Bow Road,528,September,2019,Exit,188134
Bowes Park,6027,September,2019,Exit,7425
Bowes Park,6027,September,2019,Entry,9201
Brent Cross,529,September,2019,Entry,96636
Brent Cross,529,September,2019,Exit,91324
Brentford,5552,September,2019,Entry,31142
Brentford,5552,September,2019,Exit,25260
Brentwood,6872,September,2019,Entry,99651
Brentwood,6872,September,2019,Exit,90077
Brimsdown,6810,September,2019,Entry,26730
Brimsdown,6810,September,2019,Exit,20261
Brixton LU,778,September,2019,Exit,1185347
Brixton LU,778,September,2019,Entry,1260938
Brixton NR,5081,September,2019,Exit,23922
Brixton NR,5081,September,2019,Entry,19527
Brockley,5404,September,2019,Exit,150416
Brockley,5404,September,2019,Entry,164710
Bromley North,5096,September,2019,Exit,5528
Bromley North,5096,September,2019,Entry,5204
Bromley South,5064,September,2019,Entry,252594
Bromley South,5064,September,2019,Exit,259926
Bromley-by-Bow,530,September,2019,Entry,168272
Bromley-by-Bow,530,September,2019,Exit,158204
Brondesbury,1437,September,2019,Entry,115451
Brondesbury,1437,September,2019,Exit,107903
Brondesbury Park,1438,September,2019,Exit,25556
Brondesbury Park,1438,September,2019,Entry,27204
Broxbourne,6812,September,2019,Entry,41599
Broxbourne,6812,September,2019,Exit,39143
Bruce Grove,6958,September,2019,Entry,32997
Bruce Grove,6958,September,2019,Exit,25440
Buckhurst Hill,531,September,2019,Exit,72301
Buckhurst Hill,531,September,2019,Entry,77241
Burnt Oak,532,September,2019,Entry,174882
Burnt Oak,532,September,2019,Exit,164879
Bush Hill Park,6913,September,2019,Exit,20873
Bush Hill Park,6913,September,2019,Entry,26867
Bushey,1395,September,2019,Exit,23340
