Rail Station Name,Travel Location No,Month Name (Travel Date),Calendar Year (Travel Date),Transaction Type,Count of Taps
Bushey,1395,September,2019,Entry,30180
Caledonian Road,534,September,2019,Exit,213522
Caledonian Road,534,September,2019,Entry,232600
Caledonian Road & Barnsbury,1439,September,2019,Exit,36933
Caledonian Road & Barnsbury,1439,September,2019,Entry,36894
Cambridge Heath,6962,September,2019,Entry,18296
Cambridge Heath,6962,September,2019,Exit,15982
Camden Road,1440,September,2019,Exit,202216
Camden Road,1440,September,2019,Entry,193000
Camden Town,535,September,2019,Entry,849043
Camden Town,535,September,2019,Exit,861884
Canada Water,788,September,2019,Entry,542572
Canada Water,788,September,2019,Exit,547272
Canary Wharf DLR,842,September,2019,Entry,178032
Canary Wharf DLR,842,September,2019,Exit,183881
Canary Wharf LU (E1),852,September,2019,Entry,1329302
Canary Wharf LU (E1),852,September,2019,Exit,1786705
Canary Wharf LU (E2),666,September,2019,Entry,90301
Canary Wharf LU (E2),666,September,2019,Exit,249787
Canning Town,884,September,2019,Entry,604216
Canning Town,884,September,2019,Exit,592909
Cannon Street  LU,536,September,2019,Entry,294785
Cannon Street  LU,536,September,2019,Exit,258165
Cannon Street NR,5142,September,2019,Entry,383944
Cannon Street NR,5142,September,2019,Exit,407541
Canonbury,1441,September,2019,Exit,114151
Canonbury,1441,September,2019,Entry,126083
Canons Park,537,September,2019,Entry,129399
Canons Park,537,September,2019,Exit,121841
Carpenders Park,1442,September,2019,Exit,44828
Carpenders Park,1442,September,2019,Entry,45857
Carshalton,5405,September,2019,Entry,53998
Carshalton,5405,September,2019,Exit,52469
Carshalton Beeches,5406,September,2019,Entry,33616
Carshalton Beeches,5406,September,2019,Exit,31838
Castle Bar Park,3098,September,2019,Entry,2233
Castle Bar Park,3098,September,2019,Exit,1348
Caterham,5351,September,2019,Exit,22400
Caterham,5351,September,2019,Entry,24224
Catford,5077,September,2019,Entry,26467
Catford,5077,September,2019,Exit,21230
Catford Bridge,5047,September,2019,Entry,53778
Catford Bridge,5047,September,2019,Exit,42682
Chadwell Heath,6874,September,2019,Exit,165151
Chadwell Heath,6874,September,2019,Entry,176406
Chafford Hundred,7447,September,2019,Entry,59719
Chafford Hundred,7447,September,2019,Exit,59015
Chalfont & Latimer,539,September,2019,Exit,43847
Chalfont & Latimer,539,September,2019,Entry,51129
Chalk Farm,540,September,2019,Exit,185655
Chalk Farm,540,September,2019,Entry,224459
Chancery Lane,541,September,2019,Exit,676311
Chancery Lane,541,September,2019,Entry,658720
Charing Cross LU,732,September,2019,Exit,723500
Charing Cross LU,732,September,2019,Entry,801907
Charing Cross NR,5143,September,2019,Entry,662178
Charing Cross NR,5143,September,2019,Exit,609479
Charlton,5144,September,2019,Entry,30315
Charlton,5144,September,2019,Exit,24089
Cheam,5352,September,2019,Entry,19911
Cheam,5352,September,2019,Exit,16913
Chelsfield,5098,September,2019,Exit,7533
Chelsfield,5098,September,2019,Entry,9886
Chesham,543,September,2019,Exit,44670
Chesham,543,September,2019,Entry,49746
Cheshunt,6814,September,2019,Exit,57130
Cheshunt,6814,September,2019,Entry,68582
Chessington North,5582,September,2019,Exit,7384
Chessington North,5582,September,2019,Entry,9662
Chessington South,5554,September,2019,Entry,6598
Chessington South,5554,September,2019,Exit,5316
Chigwell,544,September,2019,Exit,19066
Chigwell,544,September,2019,Entry,23022
Chingford,6914,September,2019,Entry,75711
Chingford,6914,September,2019,Exit,73016
Chipstead,5353,September,2019,Exit,1248
Chipstead,5353,September,2019,Entry,1849
Chislehurst,5099,September,2019,Entry,16169
Chislehurst,5099,September,2019,Exit,14413
Chiswick,5583,September,2019,Entry,22686
Chiswick,5583,September,2019,Exit,19336
Chiswick Park,545,September,2019,Entry,97587
Chiswick Park,545,September,2019,Exit,106714
Chorleywood,546,September,2019,Exit,23905
Chorleywood,546,September,2019,Entry,27234
City Thameslink,5121,September,2019,Entry,217573
City Thameslink,5121,September,2019,Exit,247852
Clapham Common,547,September,2019,Exit,416279
Clapham Common,547,September,2019,Entry,368448
Clapham High Street,5301,September,2019,Exit,34163
Clapham High Street,5301,September,2019,Entry,36779
Clapham Junction,5595,September,2019,Exit,948370
Clapham Junction,5595,September,2019,Entry,966701
Clapham North,548,September,2019,Exit,266568
Clapham North,548,September,2019,Entry,225577
Clapham South,549,September,2019,Entry,324081
Clapham South,549,September,2019,Exit,323546
Clapton,6926,September,2019,Entry,32804
Clapton,6926,September,2019,Exit,26465
Clock House,5048,September,2019,Exit,15829
Clock House,5048,September,2019,Entry,17909
Cockfosters,550,September,2019,Exit,79544
Cockfosters,550,September,2019,Entry,82469
Colindale,551,September,2019,Exit,300333
Colindale,551,September,2019,Entry,317489
Colliers Wood,552,September,2019,Exit,265106
Colliers Wood,552,September,2019,Entry,280969
Coulsdon South,5408,September,2019,Entry,52943
Coulsdon South,5408,September,2019,Exit,31141
Coulsdon Town,5382,September,2019,Exit,3891
Coulsdon Town,5382,September,2019,Entry,3320
Covent Garden,553,September,2019,Entry,602991
Covent Garden,553,September,2019,Exit,709816
Crayford,5100,September,2019,Entry,32575
Crayford,5100,September,2019,Exit,19731
Crews Hill,6007,September,2019,Exit,1760
Crews Hill,6007,September,2019,Entry,1813
Cricklewood,1519,September,2019,Exit,35249
Cricklewood,1519,September,2019,Entry,38495
Crofton Park,5078,September,2019,Entry,18726
Crofton Park,5078,September,2019,Exit,13403
Crossharbour,854,September,2019,Exit,52476
Crossharbour,854,September,2019,Entry,60604
Crouch Hill,7406,September,2019,Exit,16915
Crouch Hill,7406,September,2019,Entry,18120
Croxley,554,September,2019,Entry,46370
Croxley,554,September,2019,Exit,44256
Crystal Palace,5356,September,2019,Entry,145042
Crystal Palace,5356,September,2019,Exit,139080
Cuffley,6008,September,2019,Entry,3708
Cuffley,6008,September,2019,Exit,3388
Custom House DLR,887,September,2019,Exit,38719
Custom House DLR,887,September,2019,Entry,43947
Cutty Sark,879,September,2019,Entry,127170
Cutty Sark,879,September,2019,Exit,102678
Cyprus,893,September,2019,Entry,25867
Cyprus,893,September,2019,Exit,22543
Dagenham Dock,7440,September,2019,Exit,12344
Dagenham Dock,7440,September,2019,Entry,11600
Dagenham East,555,September,2019,Entry,150055
Dagenham East,555,September,2019,Exit,138442
Dagenham Heathway,556,September,2019,Entry,246392
Dagenham Heathway,556,September,2019,Exit,234162
Dalston Junction,1443,September,2019,Exit,238094
Dalston Junction,1443,September,2019,Entry,243730
Dalston Kingsland,1429,September,2019,Exit,243930
Dalston Kingsland,1429,September,2019,Entry,249648
Dartford,5101,September,2019,Exit,96603
Dartford,5101,September,2019,Entry,100446
Debden,557,September,2019,Exit,93788
Debden,557,September,2019,Entry,100333
Denmark Hill,5421,September,2019,Exit,244701
Denmark Hill,5421,September,2019,Entry,258042
Deptford,5145,September,2019,Exit,26392
Deptford,5145,September,2019,Entry,30909
Deptford Bridge,897,September,2019,Entry,45116
Deptford Bridge,897,September,2019,Exit,36598
Devons Road,867,September,2019,Exit,34232
Devons Road,867,September,2019,Entry,43311
Dollis Hill,558,September,2019,Entry,174729
Dollis Hill,558,September,2019,Exit,155200
Drayton Green,3099,September,2019,Entry,880
Drayton Green,3099,September,2019,Exit,494
Drayton Pk,6000,September,2019,Exit,9784
Drayton Pk,6000,September,2019,Entry,11375
Ealing Broadway,560,September,2019,Exit,655622
Ealing Broadway,560,September,2019,Entry,686080
Ealing Common,561,September,2019,Exit,123809
Ealing Common,561,September,2019,Entry,126585
Earls Court,562,September,2019,Entry,812570
Earls Court,562,September,2019,Exit,801109
Earlsfield,5584,September,2019,Entry,251911
Earlsfield,5584,September,2019,Exit,231750
Earlswood,5414,September,2019,Entry,908
Earlswood,5414,September,2019,Exit,764
East Acton,563,September,2019,Exit,157364
East Acton,563,September,2019,Entry,160965
East Croydon,5355,September,2019,Exit,759173
East Croydon,5355,September,2019,Entry,767941
East Dulwich,5358,September,2019,Entry,30232
East Dulwich,5358,September,2019,Exit,26317
East Finchley,565,September,2019,Exit,264348
East Finchley,565,September,2019,Entry,275925
East Ham,566,September,2019,Entry,540665
East Ham,566,September,2019,Exit,514647
East India,883,September,2019,Exit,44359
East India,883,September,2019,Entry,50328
East Putney,567,September,2019,Exit,253967
East Putney,567,September,2019,Entry,267375
Eastcote,564,September,2019,Entry,108517
Eastcote,564,September,2019,Exit,103358
Eden Park,5056,September,2019,Exit,10382
Eden Park,5056,September,2019,Entry,11804
Edgware,568,September,2019,Exit,194737
Edgware,568,September,2019,Entry,202551
Edgware Road B,774,September,2019,Exit,201670
Edgware Road B,774,September,2019,Entry,201901
Edgware Road C&H,569,September,2019,Exit,252557
Edgware Road C&H,569,September,2019,Entry,269542
Edmonton Green,6941,September,2019,Entry,157090
Edmonton Green,6941,September,2019,Exit,149516
Elephant & Castle,570,September,2019,Exit,719794
Elephant & Castle,5246,September,2019,Exit,51758
Elephant & Castle,570,September,2019,Entry,802110
Elephant & Castle,5246,September,2019,Entry,42691
Elm Park,571,September,2019,Exit,123630
Elm Park,571,September,2019,Entry,132502
Elmers End,5049,September,2019,Exit,14276
Elmers End,5049,September,2019,Entry,19649
ELMERS END TRAM               ,9471,September,2019,Exit,94
Elmstead Woods,5135,September,2019,Entry,15874
Elmstead Woods,5135,September,2019,Exit,12497
Elstree & Borehamwood,1542,September,2019,Entry,103664
Elstree & Borehamwood,1542,September,2019,Exit,97336
Eltham,5103,September,2019,Entry,66456
Eltham,5103,September,2019,Exit,55743
Elverson Road,898,September,2019,Exit,13509
Elverson Road,898,September,2019,Entry,18858
Embankment,542,September,2019,Exit,818869
Embankment,542,September,2019,Entry,892338
Emerson Park,7473,September,2019,Entry,6353
Emerson Park,7473,September,2019,Exit,4075
Emirates Greenwich Peninsula,911,September,2019,Entry,19816
Emirates Greenwich Peninsula,911,September,2019,Exit,5563
Emirates Royal Docks,910,September,2019,Exit,4995
Emirates Royal Docks,910,September,2019,Entry,12091
Enfield Chase,6010,September,2019,Exit,46061
Enfield Chase,6010,September,2019,Entry,44352
Enfield Lock,6815,September,2019,Entry,34088
Enfield Lock,6815,September,2019,Exit,26680
Enfield Town,6959,September,2019,Entry,99719
Enfield Town,6959,September,2019,Exit,88872
Epping,572,September,2019,Exit,136836
Epping,572,September,2019,Entry,146255
Epsom,5360,September,2019,Exit,50673
Epsom,5360,September,2019,Entry,50201
Epsom Downs,5361,September,2019,Exit,1785
Epsom Downs,5361,September,2019,Entry,2023
Erith,5104,September,2019,Exit,16147
Erith,5104,September,2019,Entry,19918
Essex Road,6004,September,2019,Exit,11110
Essex Road,6004,September,2019,Entry,11841
Euston LU,574,September,2019,Exit,1677565
Euston LU,574,September,2019,Entry,1007507
Euston NR,1444,September,2019,Entry,337254
Euston NR,1444,September,2019,Exit,313476
Euston Square,575,September,2019,Exit,488366
Euston Square,575,September,2019,Entry,329457
Ewell East,5415,September,2019,Exit,11029
Ewell East,5415,September,2019,Entry,12658
Ewell West,5586,September,2019,Exit,17884
Ewell West,5586,September,2019,Entry,20916
Fairlop,576,September,2019,Exit,47942
Fairlop,576,September,2019,Entry,52519
Falconwood,5137,September,2019,Exit,28185
Falconwood,5137,September,2019,Entry,36232
Farringdon,577,September,2019,Exit,988425
Farringdon,577,September,2019,Entry,1008228
Feltham,5559,September,2019,Entry,121610
Feltham,5559,September,2019,Exit,117105
Fenchurch Street NR,7490,September,2019,Entry,262976
Fenchurch Street NR,7490,September,2019,Exit,251744
Finchley Central,578,September,2019,Exit,173603
Finchley Central,578,September,2019,Entry,175525
Finchley Road,579,September,2019,Exit,362186
Finchley Road,579,September,2019,Entry,391078
Finchley Road & Frognal,1445,September,2019,Entry,56717
Finchley Road & Frognal,1445,September,2019,Exit,54639
Finsbury Park LU,580,September,2019,Exit,784779
Finsbury Park LU,580,September,2019,Entry,877631
Finsbury Park NR,6119,September,2019,Entry,21414
Finsbury Park NR,6119,September,2019,Exit,60816
Forest Gate,6876,September,2019,Exit,146636
Forest Gate,6876,September,2019,Entry,149637
Forest Hill,5362,September,2019,Exit,179685
Forest Hill,5362,September,2019,Entry,196781
Fulham Broadway,581,September,2019,Entry,382239
Fulham Broadway,581,September,2019,Exit,375283
Fulwell,5587,September,2019,Entry,6074
Fulwell,5587,September,2019,Exit,4754
Gallions Reach,894,September,2019,Entry,20579
Gallions Reach,894,September,2019,Exit,18642
Gants Hill,582,September,2019,Entry,265132
Gants Hill,582,September,2019,Exit,252493
Gatwick Airport,5416,September,2019,Entry,346092
Gatwick Airport,5416,September,2019,Exit,260001
Gidea Park,6877,September,2019,Exit,110555
Gidea Park,6877,September,2019,Entry,124472
Gipsy Hill,5363,September,2019,Exit,57796
Gipsy Hill,5363,September,2019,Entry,64100
Gloucester Road,583,September,2019,Exit,552684
Gloucester Road,583,September,2019,Entry,584282
Golders Green,584,September,2019,Exit,314651
Golders Green,584,September,2019,Entry,322940
Goldhawk Road,585,September,2019,Entry,80702
Goldhawk Road,585,September,2019,Exit,74382
Goodge Street,586,September,2019,Entry,307558
Goodge Street,586,September,2019,Exit,287875
Goodmayes,6878,September,2019,Entry,158312
Goodmayes,6878,September,2019,Exit,150575
Gordon Hill,6028,September,2019,Entry,43513
Gordon Hill,6028,September,2019,Exit,40175
Gospel Oak,1409,September,2019,Exit,108221
Gospel Oak,1409,September,2019,Entry,114772
Grange Hill,587,September,2019,Exit,24658
Grange Hill,587,September,2019,Entry,27586
Grange Park,6029,September,2019,Entry,7076
Grange Park,6029,September,2019,Exit,5278
Grays,7443,September,2019,Exit,77980
Grays,7443,September,2019,Entry,80665
Great Portland Street,588,September,2019,Entry,313715
Great Portland Street,588,September,2019,Exit,282103
Green Park,590,September,2019,Exit,1679447
Green Park,590,September,2019,Entry,1494844
Greenford,589,September,2019,Entry,174767
Greenford,589,September,2019,Exit,171793
Greenwich,928,September,2019,Exit,71562
Greenwich,928,September,2019,Entry,80242
Grove Park,5139,September,2019,Exit,40810
Grove Park,5139,September,2019,Entry,50613
Gunnersbury,591,September,2019,Exit,213225
Gunnersbury,591,September,2019,Entry,231872
Hackbridge,5364,September,2019,Exit,15426
Hackbridge,5364,September,2019,Entry,19785
Hackney Central,6977,September,2019,Entry,264309
Hackney Central,6977,September,2019,Exit,269861
Hackney Downs,6867,September,2019,Entry,95181
Hackney Downs,6867,September,2019,Exit,89949
Hackney Wick,6978,September,2019,Exit,41360
Hackney Wick,6978,September,2019,Entry,44970
Hadley Wood,6075,September,2019,Exit,4108
Hadley Wood,6075,September,2019,Entry,4779
Haggerston,1022,September,2019,Entry,137532
Haggerston,1022,September,2019,Exit,131236
Hainault,592,September,2019,Exit,147104
Hainault,592,September,2019,Entry,156991
Hammersmith C&H,773,September,2019,Entry,399235
Hammersmith C&H,773,September,2019,Exit,358888
Hammersmith D&P,593,September,2019,Entry,1092823
Hammersmith D&P,593,September,2019,Exit,1076739
Hampstead,594,September,2019,Exit,198471
Hampstead,594,September,2019,Entry,184005
Hampstead Heath,1413,September,2019,Entry,146625
Hampstead Heath,1413,September,2019,Exit,143689
Hampton,5560,September,2019,Exit,11083
Hampton,5560,September,2019,Entry,15111
Hampton Court,5561,September,2019,Exit,43270
Hampton Court,5561,September,2019,Entry,52981
Hampton Wick,5589,September,2019,Exit,13355
Hampton Wick,5589,September,2019,Entry,17241
Hanger Lane,595,September,2019,Entry,156099
Hanger Lane,595,September,2019,Exit,142270
Hanwell,3191,September,2019,Exit,8348
Hanwell,3191,September,2019,Entry,10869
Harlesden,596,September,2019,Entry,123787
Harlesden,596,September,2019,Exit,120095
Harold Wood,6879,September,2019,Entry,123828
Harold Wood,6879,September,2019,Exit,113854
Harringay,6012,September,2019,Entry,16812
Harringay,6012,September,2019,Exit,14213
Harringay Green Lanes,7401,September,2019,Entry,29646
Harringay Green Lanes,7401,September,2019,Exit,28852
Harrow & Wealdstone,597,September,2019,Entry,208809
Harrow & Wealdstone,597,September,2019,Exit,190639
Harrow-on-the-Hill,598,September,2019,Exit,464639
Harrow-on-the-Hill,598,September,2019,Entry,435021
Hatch End,1398,September,2019,Exit,28311
Hatch End,1398,September,2019,Entry,29755
Hatton Cross,779,September,2019,Exit,134351
Hatton Cross,779,September,2019,Entry,141830
Haydons Road,5289,September,2019,Exit,5674
Haydons Road,5289,September,2019,Entry,8461
Hayes & Harlington,3186,September,2019,Exit,90913
Hayes & Harlington,3186,September,2019,Entry,106735
Hayes Kent,5050,September,2019,Entry,19253
Hayes Kent,5050,September,2019,Exit,16014
Headstone Lane,1434,September,2019,Entry,13615
Headstone Lane,1434,September,2019,Exit,11186
Heathrow T23 NR,7090,September,2019,Exit,41504
Heathrow T23 NR,7090,September,2019,Entry,38272
Heathrow T4 NR,7091,September,2019,Exit,18165
Heathrow T4 NR,7091,September,2019,Entry,17887
Heathrow T5 NR,9846,September,2019,Exit,17858
Heathrow T5 NR,9846,September,2019,Entry,21993
Heathrow Terminal 4 LU,781,September,2019,Exit,96404
Heathrow Terminal 4 LU,781,September,2019,Entry,117728
Heathrow Terminal 5 LU,783,September,2019,Exit,174730
Heathrow Terminal 5 LU,783,September,2019,Entry,224975
Heathrow Terminals 123 LU,780,September,2019,Exit,351543
Heathrow Terminals 123 LU,780,September,2019,Entry,439512
